DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
AMID,202,INTRO TEXTILE SCIENCE: LAB,"Deng,Yijun",19,20,3.7,3.148,68.4,31.6,0,0,0
AMID,202,INTRO TEXTILE SCIENCE: LAB,"Shah,Anushree",16,20,3.294,2.78,62.5,18.8,12.5,0,2
AMID,202,INTRO TEXTILE SCIENCE: LAB,"Shah,Anushree",17,21,3.924,3.024,94.1,5.9,0,0,1
AMID,202,INTRO TEXTILE SCIENCE: LAB,"Deng,Yijun",20,21,3.685,3.014,80,10,10,0,0
AMID,203,MATERIALS FOR FASHION DESIGN,"Embry,Mary Christine",78,87,3.253,3.036,43.6,44.9,10.3,0,2
AMID,207,FASHION STUDIO I,"Frye,Lori E",16,17,3.013,3.043,31.3,56.3,6.3,6.3,1
AMID,207,FASHION STUDIO I,"Rowold,Kathleen",14,15,2.9,3.175,21.4,42.9,35.7,0,0
AMID,213,FASHN DSGN I:RSCH & ILLUSTRATN,"Matranga,Mary Jane",16,17,3.831,3.104,81.3,18.8,0,0,0
AMID,213,FASHN DSGN I:RSCH & ILLUSTRATN,"Matranga,Mary Jane",16,17,3.194,2.887,56.3,25,12.5,0,0
AMID,305,FASHION STUDIO III,"Christiansen,Deborah Lynn",21,21,3.181,3.067,33.3,57.1,9.5,0,0
AMID,326,EXPER FASHN STUDIO:ACCESSORIES,"Matranga,Mary Jane",13,15,3.515,2.965,53.8,46.2,0,0,0
AMID,328,EXPER FASHN STUDIO:DIGITL APPL,"Orr,David A",17,18,3.941,3.013,94.1,5.9,0,0,0
AMID,340,HISTORY OF FASHION,"Rowold,Kathleen",34,36,3.497,3.262,58.8,38.2,2.9,0,0
AMID,352,DRESS STUDIES: AESTHETICS ANLS,"Akou,Heather Marie",24,26,3.658,3.221,70.8,29.2,0,0,0
AMID,411,DRESS STUDIES: BEHAVIORAL ANLS,"Lennon,Sharron J.",20,26,2.91,2.97,5,75,20,0,1
AMID,100,INTR RETAIL DSGN & MERCHANDSNG,"Reiter,Lauren E",183,209,3.512,3.086,67.8,25.1,4.4,1.1,9
AMID,204,APPAREL MFG & QUALITY ANALYSIS,"Bomberger,David Rick",44,50,3.093,3.095,36.4,43.2,18.2,0,1
AMID,204,APPAREL MFG & QUALITY ANALYSIS,"Bomberger,David Rick",45,48,3.2,3.106,46.7,35.6,15.6,2.2,0
AMID,308,BRAND MANAGEMENT & ADVERTISING,"Hasty,Ashley",30,37,3.86,3.332,90,10,0,0,0
AMID,308,BRAND MANAGEMENT & ADVERTISING,"Hasty,Ashley",29,33,3.852,3.073,86.2,13.8,0,0,1
AMID,309,STRATEGIES IN RETAIL PROMOTION,"Hasty,Ashley",19,23,3.732,3.034,73.7,21.1,5.3,0,1
AMID,315,PRINCIPLES-RETAIL MERCHANDISNG,"Shaffer,Janis Lynn",49,55,3.155,3.143,30.6,46.9,22.4,0,0
AMID,315,PRINCIPLES-RETAIL MERCHANDISNG,"Shaffer,Janis Lynn",39,42,2.854,3.018,25.6,33.3,41,0,1
AMID,327,PRODUCT DEVELOPMENT,"Zhao,Li",25,27,3.852,3.29,96,4,0,0,0
AMID,350,OMNICHANNEL APPAREL MERCHANDIS,"Kim,Minjeong",30,33,3.923,3.216,93.3,6.7,0,0,0
AMID,404,INTERNATL TEXTILES & APP TRADE,"Embry,Mary Christine",40,42,3.53,3.257,60,37.5,2.5,0,0
AMID,404,INTERNATL TEXTILES & APP TRADE,"Reiter,Lauren E",33,35,3.545,3.14,63.6,30.3,3,3,0
AMID,405,INTL FASHION CONSUMERS&RETLRS,"Zhao,Li",29,33,3.531,3.114,65.5,34.5,0,0,1
AMID,410,APPAREL ENTREPRENEURSHIP,"Zhao,Li",29,34,3.521,2.971,69,24.1,3.4,0,0
AMID,412,GLOBAL SOURCING,"Bomberger,David Rick",20,23,3.68,3.064,80,20,0,0,3
AMID,413,PLANNING AND ANALYSIS,"Olsen,Dana R",30,30,3.687,3.199,80,16.7,3.3,0,0
AMID,413,PLANNING AND ANALYSIS,"Olsen,Dana R",30,33,3.723,3.235,76.7,20,3.3,0,0
AMID,485,ADV SPEC TOPICS: APP MDSE,"Lennon,Sharron J.",25,25,3.256,3.137,36,56,8,0,0
AMID,485,ADV SPEC TOPICS: APP MDSE,"Hasty,Ashley",8,8,4,3.245,100,0,0,0,0
AMID,376,PRACTICUM IN RETAIL INDUSTRY,"Christiansen,Deborah Lynn",24,25,3.971,3.395,95.8,4.2,0,0,0
AMST,100,WHAT IS AMERICA?,"Holtzman,Dinah Elizabeth",39,53,3.041,2.953,43.6,33.3,12.8,2.6,1
AMST,100,WHAT IS AMERICA?,"Seigel,Micol",147,160,3.202,2.992,53.1,26.5,12.2,4.1,3
AMST,100,WHAT IS AMERICA?,"Wester,Maisha",121,161,2.488,2.897,11.6,41.3,37.2,6.6,21
AMST,200,COMPARATIVE AMER IDENTITIES,"Inouye,Karen M",57,66,3.189,3.137,38.6,47.4,12.3,0,2
AMST,202,U.S. ARTS AND MEDIA,"Anderson,Paul Allen",30,47,3.303,2.987,36.7,60,3.3,0,10
AMST,275,INDIGENOUS WRLDVWS IN AMERICAS,"Snyder,Christina",18,27,3.356,3.206,72.2,11.1,5.6,5.6,0
AMST,350,TOPICS: INTERDISCIPLINARY AMST,"Anderson,Paul Allen",16,24,3.069,3.07,31.3,50,18.8,0,4
AMST,351,AMST IN TRANSNATIONAL CONTEXTS,"Seigel,Micol",26,33,3,2.948,42.3,30.8,19.2,0,0
AMST,399,ADVANCED TOPICS S&H FOR AMST,"McGerr,Michael Edward",8,10,3.163,2.168,37.5,37.5,25,0,0
AMST,399,ADVANCED TOPICS S&H FOR AMST,"McGerr,Michael Edward",7,7,3.1,2.851,28.6,57.1,14.3,0,0
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",35,40,2.82,3.272,37.1,31.4,14.3,11.4,1
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",32,39,3.228,3.356,50,28.1,15.6,6.3,4
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",36,39,2.317,3.105,22.2,25,27.8,13.9,0
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",31,39,2.071,3.038,16.1,22.6,38.7,3.2,3
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",29,40,2.39,2.93,24.1,27.6,20.7,17.2,5
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",32,37,2.266,3.032,21.9,37.5,9.4,12.5,4
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",29,40,2.807,3.238,41.4,20.7,24.1,6.9,7
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",31,37,3.084,3.27,48.4,25.8,19.4,6.5,5
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",33,38,3.058,3.346,33.3,51.5,12.1,0,3
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",28,39,2.693,3.235,35.7,28.6,14.3,14.3,8
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",25,39,2.748,3.118,36,36,8,8,7
ANAT,215,BASIC HUMAN ANATOMY,"O'Loughlin,Valerie D",32,37,2.384,3.025,28.1,25,21.9,6.3,2
ANAT,850,TOPICAL SEMINAR IN ANATOMY,"O'Loughlin,Valerie D",8,8,4,3.743,100,0,0,0,0
ANTH,107,BECOMING HUMAN: EVOLUTION,"Sept,Jeanne M",148,164,3.039,3.109,36.5,43.2,14.2,2,2
ANTH,122,INTERPERSONAL COMMUNICATION,"Cleveland,Joseph Patrick",23,28,3.091,2.902,52.2,26.1,13,0,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Valenzuela,Robin Elizabeth",22,27,2.5,2.683,18.2,40.9,27.3,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Cleveland,Joseph Patrick",24,26,3.225,3.012,45.8,37.5,12.5,4.2,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Valenzuela,Robin Elizabeth",22,27,2.764,2.861,36.4,36.4,9.1,9.1,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Luketa,Valentina",21,24,3.386,2.842,47.6,47.6,4.8,0,2
ANTH,122,INTERPERSONAL COMMUNICATION,"Cripps,Jessica Scarlet",24,26,2.975,2.707,29.2,54.2,8.3,4.2,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Popa,Elena",22,29,3.268,2.93,45.5,40.9,9.1,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Luketa,Valentina",23,27,3.339,2.864,39.1,60.9,0,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Cripps,Jessica Scarlet",21,26,3.186,2.922,23.8,66.7,9.5,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Popa,Elena",24,27,3.117,2.918,37.5,45.8,12.5,4.2,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Pullum,Lindsey B",16,23,2.931,2.785,18.8,50,31.3,0,2
ANTH,122,INTERPERSONAL COMMUNICATION,"Miller,Lucy Marie",15,18,3.3,3.241,53.3,33.3,13.3,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Gray,Teeka Elease",21,27,2.829,2.854,14.3,66.7,14.3,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Miller,Lucy Marie",17,24,3.494,3.016,58.8,35.3,5.9,0,5
ANTH,122,INTERPERSONAL COMMUNICATION,"Pullum,Lindsey B",23,27,3.504,3.079,52.2,43.5,4.3,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Escobedo,Gabriel Jesus",23,28,3.522,3.052,52.2,47.8,0,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Escobedo,Gabriel Jesus",20,21,3.325,3.169,70,15,5,5,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Gray,Teeka Elease",15,21,2.767,2.695,33.3,33.3,26.7,0,1
ANTH,122,INTERPERSONAL COMMUNICATION,"Baskin,Feray Jacky",11,15,2.927,3.079,36.4,36.4,27.3,0,0
ANTH,122,INTERPERSONAL COMMUNICATION,"Baskin,Feray Jacky",11,19,2.164,2.469,0,36.4,54.5,9.1,3
ANTH,200,TOPICS ANTH CULTURE AND SOC,"Suslak,Daniel Frank",27,34,3.563,3.051,74.1,22.2,0,0,0
ANTH,200,TOPICS ANTH CULTURE AND SOC,"Gilley,Brian Joseph",12,18,2.917,2.961,66.7,8.3,0,0,1
ANTH,205,ANTHROPOLOGY TODAY: TOPICS,"Osterhoudt,Sarah Rae",12,14,3.667,3.02,66.7,33.3,0,0,1
ANTH,208,ANTH:ARTS&EXPRESSIVE BEHAVIOR,"Greene,Shane",89,94,3.38,2.991,57.3,32.6,7.9,0,2
ANTH,400,UNDERGRADUATE SEMINAR IN ANTH,"Pyburn,K. Anne",8,17,3.838,3.038,87.5,12.5,0,0,4
ANTH,403,INTRODUCTION TO MUSEUM STUDIES,"Kirk,Judith A",18,18,3.428,3.152,72.2,11.1,11.1,0,0
ANTH,595,GRADUATE READINGS IN ANTH,"Sept,Jeanne M",9,15,4,3.886,100,0,0,0,0
ANTH,200,BIOANTHROPOLOGY,"Wasserman,Michael David",180,230,2.939,3.079,32.8,41.1,20,2.8,30
ANTH,301,LABORATORY IN BIOANTHROPOLOGY,"Emond,Riss",8,10,3.75,3.407,75,25,0,0,1
ANTH,301,LABORATORY IN BIOANTHROPOLOGY,"Mattern,Lindsey Gooden",12,13,3.508,3.252,66.7,25,8.3,0,0
ANTH,368,EVOLUTN OF PRIMATE SOC BEHAVR,"Hunt,Kevin D.",44,45,3.052,3.117,34.1,45.5,18.2,2.3,1
ANTH,526,HUMAN OSTEOLOGY,"Cook,Della C.",9,12,4,3.797,100,0,0,0,0
ANTH,200,SOCIAL & CULTURAL ANTHROPOLOGY,"Seizer,Susan Amy",79,92,3.195,3.098,55.7,25.3,12.7,0,3
ANTH,260,"CULTURE, HEALTH AND ILLNESS","Phillips,Sarah Drue",66,80,3.341,3.204,57.6,31.8,4.5,1.5,2
ANTH,318,NATURE/CULTURE: ENVIRNMTL ANTH,"Osterhoudt,Sarah Rae",25,31,3.612,3.308,68,24,8,0,0
ANTH,347,ANTH OF CONTEMPORARY JAPAN,"Sterling,Marvin Dale",23,26,3.117,3.078,34.8,52.2,8.7,0,1
ANTH,397,PEOPLES & CULTURES OF MID EAST,"Shahrani,Nazif Mohib",13,16,3.231,3.014,61.5,15.4,15.4,0,2
ANTH,400,UNDERGRADUATE SEMINAR,"Buggenhagen,Beth Anne",22,31,3.736,3.123,81.8,18.2,0,0,2
ANTH,421,FOOD AND CULTURE,"Brown,Lillian Georgia",28,35,2.982,3.129,46.4,25,17.9,7.1,4
ANTH,428,LAT AMERICAN SOCIAL MOVEMENTS,"Greene,Shane",8,11,3.713,3.222,75,25,0,0,1
ANTH,436,THE POLITICS OF MARRIAGE,"Friedman,Sara Lizbeth",16,24,2.881,2.976,31.3,43.8,18.8,0,4
ANTH,438,COMMUNICATION IN DIGITAL AGE,"Gershon,Ilana M.",26,37,3.115,3.229,34.6,42.3,23.1,0,3
ANTH,526,CREATIVE-INTERDIS ETHNOGRAPHY,"Lepselter,Susan Claudia",8,9,4,3.826,100,0,0,0,0
ANTH,527,ENVIRONMENTAL ANTHROPOLOGY,"Brondizio,Eduardo Sonnewend",8,9,3.963,3.944,100,0,0,0,0
ANTH,600,SEMINAR CULTURAL & SOCIAL ANTH,"Shahrani,Nazif Mohib",6,8,4,3.862,100,0,0,0,0
ANTH,628,LAT AMERICAN SOCIAL MOVEMENTS,"Greene,Shane",10,12,4,3.852,100,0,0,0,1
ANTH,656,THE ANTHROPOLOGY OF RACE,"Sterling,Marvin Dale",11,12,3.918,3.85,100,0,0,0,0
ANTH,200,LANGUAGE AND CULTURE,"Suslak,Daniel Frank",42,53,3.083,3.132,40.5,35.7,21.4,0,5
ANTH,314,PERFRMNCE AS COMMUNICATVE PRAC,"Lepselter,Susan Claudia",28,32,3.589,3.243,67.9,28.6,3.6,0,2
ANTH,407,LANGUAGE & PREHISTORY,"Lesourd,Philip Stanley",11,15,3.418,3.127,72.7,9.1,9.1,0,3
ANTH,200,INTRODUCTION TO ARCHAEOLOGY,"King,Stacie Marie",49,56,3.106,3.182,42.9,40.8,6.1,8.2,4
ANTH,215,SEX IN THE ANCIENT CITY,"Alt,Susan M",43,53,2.881,2.913,41.9,30.2,16.3,2.3,3
ANTH,230,ARCH OF THE ANCIENT MAYA,"Pyburn,K. Anne",36,47,3.767,3.083,83.3,8.3,8.3,0,1
ANTH,375,FOOD IN THE ANCIENT WORLD,"King,Stacie Marie",16,22,3.294,3.102,50,31.3,18.8,0,1
ANTH,425,FAUNAL OSTEOLOGY,"Scheiber,Laura Lee",12,13,3.392,3.411,58.3,25,16.7,0,1
ANTH,430,ARCHAEOLOGY OF VIOLENCE&CNFLCT,"Alt,Susan M",8,9,2.788,2.868,25,25,50,0,1
ANTH,575,FOOD IN THE ANCIENT WORLD,"King,Stacie Marie",7,7,4,3.897,100,0,0,0,0
ARTH,101,ANCIENT AND MEDIEVAL ART,"Bassett,Sarah E",60,73,2.625,2.923,16.7,45,26.7,5,3
ARTH,102,RENAISSANCE THROUGH MODERN ART,"Facos,Michelle",77,89,3.245,3.291,53.2,26,13,6.5,4
ARTH,220,AMER ARTS/AMER IDENTITIES,"Deusner,Melody Barnett",42,49,3.017,3.177,28.6,50,11.9,7.1,3
ARTH,280,THE ART OF COMICS,"Molotiu,Andrei",92,114,2.948,2.875,23.9,55.4,14.1,0,3
ARTH,333,FROM VAN EYCK TO VERMEER,"Rothstein,Bret",33,36,2.988,3.181,12.1,72.7,15.2,0,2
ARTH,335,BAROQUE ART IN ITALY 1580-1700,"Molotiu,Andrei",24,28,3.238,3.144,50,33.3,12.5,0,2
ARTH,390,MUSEUM STDYS I:MTHD/HST/ISSUES,"Aherne,Tavy De Lacy",10,13,3,3.399,50,30,0,10,2
ARTH,391,MUSEUM STDS II: MUSEUM EXHIB,"Gealt,Adelheid M. M.",11,12,3.636,3.135,63.6,36.4,0,0,1
ARTH,400,SENIOR SEMINAR,"Graves,Margaret Susanna",8,8,3.55,3.626,62.5,37.5,0,0,0
ARTH,412,ART & ARCH OF THE AEGEAN,"Kaye,Noah",7,9,3.386,3.102,42.9,57.1,0,0,0
ARTH,426,THE MEDIEVAL CITY,"Reilly,Diane J",20,21,3.26,3.484,65,25,0,0,0
ARTH,428,COMICS AND THE ART WORLD,"Molotiu,Andrei",19,28,3.679,3.012,63.2,36.8,0,0,6
ARTH,437,PLAY W/ PICTURES 15TH C NETHER,"Rothstein,Bret",6,11,2.8,3.359,50,0,50,0,4
ARTH,445,AMERICAN ART TO 1860,"Deusner,Melody Barnett",6,9,3.517,2.923,66.7,33.3,0,0,0
ARTH,520,TOPICS IN MEDIEVAL ART,"Reilly,Diane J",6,7,3.667,3.821,66.7,33.3,0,0,0
ARTH,640,PROBLEMS IN MODERN ART,"Facos,Michelle",7,12,3.771,3.831,85.7,14.3,0,0,0
ARTH,647,PROB CONTEMP EURO & AMER ART,"Gleisser,Faye Raquel",13,17,3.954,3.935,100,0,0,0,1
ARTH,100,INTRO ART HIST VIS CUL NON-MAJ,"Salvati,Jonathan David",43,53,3.014,3.109,44.2,30.2,18.6,2.3,2
ASCS,377,THE ART OF MEANINGFUL WORK,"Lexmond,Angela Jacoba",14,20,2.929,2.734,35.7,28.6,28.6,7.1,1
AST,103,SEARCH FOR LIFE THE UNIVERSE,"Steiman-Cameron,Thomas Y",223,249,3.039,3.015,39.9,38.6,13.5,4.5,12
AST,105,STARS AND GALAXIES,"Cohn,Haldan Neal",217,254,2.721,2.93,28.6,31.8,30,5.5,13
AST,105,STARS AND GALAXIES,"Lugger,Phyllis M.",216,249,2.732,2.924,28.2,33.3,25.9,7.9,16
AST,107,THE ART OF ASTRONOMY,"Pilachowski,Catherine A.",85,98,2.756,2.958,22.4,51.8,16.5,4.7,0
AST,107,THE ART OF ASTRONOMY,"van Zee,Liese",61,72,2.862,2.968,29.5,41,19.7,4.9,2
AST,221,GENERAL ASTRONOMY I,"Vesperini,Enrico",39,47,3.067,3.28,43.6,35.9,7.7,7.7,1
AST,452,EXTRAGALACTIC ASTROPHYSICS,"Rhode,Katherine L",15,17,3.293,3.24,53.3,26.7,20,0,1
AST,520,THE INTERSTELLAR MEDIUM,"Salzer,John",8,8,3.325,3.585,25,75,0,0,0
BIOC,501,INTEGRATED BIOCHEMISTRY,"Bochman,Matt L.",11,11,3.318,3.534,45.5,54.5,0,0,0
BIOC,502,ANALYSIS OF BIOCHEMICAL LIT,"Oakley,Martha Gray",6,6,3.367,3.508,16.7,83.3,0,0,0
BIOC,511,DUPLICATING/EXPRESSING GENOME,"Bell,Stephen David",29,30,3.566,3.767,62.1,34.5,3.4,0,0
BIOC,580,INTRO TO BIOCHEMICAL RESEARCH,"Bauer,Carl E.",10,10,3.97,3.52,100,0,0,0,0
BIOC,680,SPECIAL TOPICS IN BIOCHEMISTRY,"Bush,Karen",11,11,3.945,3.711,100,0,0,0,0
BIOL,351,FUNGI,"Tansey,Michael R.",47,53,3.347,3.101,46.8,42.6,8.5,2.1,1
BIOL,352,FUNGI - LABORATORY,"Tansey,Michael R.",21,26,3.362,3.194,52.4,28.6,19,0,1
BIOL,371,ECOLOGICAL PLANT PHYSIOLOGY,"Hangarter,Roger P.",12,12,3.583,3.361,58.3,41.7,0,0,0
BIOL,901,ADVANCED RESEARCH,"Fuqua,Clay",8,49,4,3.898,100,0,0,0,0
BIOL,111,INTEGR FRESHMAN LRNG EXP I,"Shaw,Sidney",15,15,3.727,3.792,66.7,33.3,0,0,0
BIOL,100,HUMANS & THE BIOLOGICAL WORLD,"Hengeveld,Susan E.",10,14,2.82,2.845,10,50,40,0,1
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Bender,Alan David",43,53,3.072,2.937,55.8,23.3,9.3,4.7,2
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Chooi,Yean W",54,62,2.8,2.89,35.2,33.3,16.7,9.3,6
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Mojonnier,Laura Ellen",60,68,3.445,3.328,60,28.3,8.3,3.3,3
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Chooi,Yean W",43,50,2.898,2.927,30.2,41.9,16.3,9.3,5
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Hall,Spencer R",46,52,2.602,3.058,26.1,39.1,15.2,8.7,3
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Hengeveld,Susan E.",59,73,2.754,2.996,33.9,33.9,15.3,10.2,9
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Ragsdale,Erik",54,63,2.522,3.145,25.9,24.1,33.3,13,2
