Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
12,Akash Patel; Percy Hintzen,,African American Studies,198,Pass,Directed Group Stdy
1,Akash Patel; Percy Hintzen,,African American Studies,198,Not Pass,Directed Group Stdy
1,Charles Henry,,African American Studies,198,Not Pass,Directed Group Stdy
21,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
6,Leigh Raiford,4,African American Studies,201A,A,Inter Res Meth
2,Leigh Raiford,3.7,African American Studies,201A,A-,Inter Res Meth
3,G. Ugo Nwokeji,4,African American Studies,241,A,Spec Topics
1,Hardy Frye,4,African American Studies,241,A,Spec Topics
1,Hardy Frye,3.7,African American Studies,241,A-,Spec Topics
4,Stephen Small,4,African American Studies,241,A,Spec Topics
1,Stephen Small,0,African American Studies,241,F,Spec Topics
1,Michel Laguerre,4,African American Studies,256B,A,Dias Citiz & Transn
3,Nailah Suad-Bakari,4,African American Studies,C286,A,Afr-Am Education
7,Robert Allen,,African American Studies,296,Pass,Dir Diss Research
1,Robert Allen,4,African American Studies,299,A,Ind Stdy/Res
6,Robert Allen,,African American Studies,299,Pass,Ind Stdy/Res
1,Robert Allen,,African American Studies,299,Not Pass,Ind Stdy/Res
1,Ula Taylor,4,African American Studies,C301,A+,Critical Pedagogy
3,Ula Taylor,4,African American Studies,C301,A,Critical Pedagogy
2,Ula Taylor,3.7,African American Studies,C301,A-,Critical Pedagogy
1,Ula Taylor,3.3,African American Studies,C301,B+,Critical Pedagogy
1,Ula Taylor,3,African American Studies,C301,B,Critical Pedagogy
12,Robert Allen,,African American Studies,602,Pass,Ind Stdy For Doc St
1,John Coates,3,Ag & Environmental Chem,299,B,Research In Ag Chem
1,Robert Fischer,,Ag & Environmental Chem,299,Pass,Research In Ag Chem
7,Brian Wright; Larry Karp,4,Ag & Resource Econ & Pol,201,A,Industrial Organz'N
6,Brian Wright; Larry Karp,3.7,Ag & Resource Econ & Pol,201,A-,Industrial Organz'N
2,Brian Wright; Larry Karp,3.3,Ag & Resource Econ & Pol,201,B+,Industrial Organz'N
2,Brian Wright; Larry Karp,2.7,Ag & Resource Econ & Pol,201,B-,Industrial Organz'N
4,Jeremy Magruder,4,Ag & Resource Econ & Pol,210,A+,Prob And Stat
2,Jeremy Magruder,4,Ag & Resource Econ & Pol,210,A,Prob And Stat
3,Jeremy Magruder,3.7,Ag & Resource Econ & Pol,210,A-,Prob And Stat
3,Jeremy Magruder,3.3,Ag & Resource Econ & Pol,210,B+,Prob And Stat
1,Jeremy Magruder,3,Ag & Resource Econ & Pol,210,B,Prob And Stat
1,Leo Simon,4,Ag & Resource Econ & Pol,211,A+,Mathematical Method
4,Leo Simon,4,Ag & Resource Econ & Pol,211,A,Mathematical Method
2,Leo Simon,3.7,Ag & Resource Econ & Pol,211,A-,Mathematical Method
2,Leo Simon,3.3,Ag & Resource Econ & Pol,211,B+,Mathematical Method
3,Leo Simon,3,Ag & Resource Econ & Pol,211,B,Mathematical Method
1,Leo Simon,2.7,Ag & Resource Econ & Pol,211,B-,Mathematical Method
3,Michael Anderson,4,Ag & Resource Econ & Pol,213,A+,Applied Econometric
7,Michael Anderson,4,Ag & Resource Econ & Pol,213,A,Applied Econometric
6,Michael Anderson,3.7,Ag & Resource Econ & Pol,213,A-,Applied Econometric
7,Michael Anderson,3.3,Ag & Resource Econ & Pol,213,B+,Applied Econometric
2,Michael Anderson,3,Ag & Resource Econ & Pol,213,B,Applied Econometric
3,Michael Anderson,2.7,Ag & Resource Econ & Pol,213,B-,Applied Econometric
4,Michael Anderson,,Ag & Resource Econ & Pol,213,Pass,Applied Econometric
10,Elisabeth Sadoulet,4,Ag & Resource Econ & Pol,219A,A,Econometric Proj
2,Elisabeth Sadoulet,3.7,Ag & Resource Econ & Pol,219A,A-,Econometric Proj
3,Elisabeth Sadoulet,3.3,Ag & Resource Econ & Pol,219A,B+,Econometric Proj
3,David Zilberman,4,Ag & Resource Econ & Pol,241,A+,Production: Tec&Risk
4,David Zilberman,4,Ag & Resource Econ & Pol,241,A,Production: Tec&Risk
1,David Zilberman,,Ag & Resource Econ & Pol,241,Pass,Production: Tec&Risk
1,David Zilberman,,Ag & Resource Econ & Pol,241,Pass,Production: Tec&Risk
5,Brian Wright,,Ag & Resource Econ & Pol,249,Pass,Policy Workshop
1,Ethan Ligon,4,Ag & Resource Econ & Pol,C251,A+,Econ Development
2,Ethan Ligon,4,Ag & Resource Econ & Pol,C251,A,Econ Development
3,Ethan Ligon,3.7,Ag & Resource Econ & Pol,C251,A-,Econ Development
1,Ethan Ligon,3.3,Ag & Resource Econ & Pol,C251,B+,Econ Development
1,Ethan Ligon,3,Ag & Resource Econ & Pol,C251,B,Econ Development
4,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A+,Int Ec Dev Policy
4,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A,Int Ec Dev Policy
2,Alain Dejanvry,3.7,Ag & Resource Econ & Pol,C253,A-,Int Ec Dev Policy
1,Alain Dejanvry,,Ag & Resource Econ & Pol,C253,Pass,Int Ec Dev Policy
6,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Pass,Development Wkshop
2,Christian Traeger; Peter Berck,4,Ag & Resource Econ & Pol,261,A,Environ & Res Econ
1,Christian Traeger; Peter Berck,3.7,Ag & Resource Econ & Pol,261,A-,Environ & Res Econ
1,Christian Traeger; Peter Berck,2.7,Ag & Resource Econ & Pol,261,B-,Environ & Res Econ
1,Christian Traeger; Larry Karp,4,Ag & Resource Econ & Pol,263,A,Dynamic Methods
1,Christian Traeger; Larry Karp,3.7,Ag & Resource Econ & Pol,263,A-,Dynamic Methods
10,Peter Berck,,Ag & Resource Econ & Pol,269,Pass,Resources Workshop
15,Peter Berck,,Ag & Resource Econ & Pol,298,Pass,Special Study
1,David Zilberman,,Ag & Resource Econ & Pol,298,Pass,Special Study
3,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Pass,Individual Research
4,Peter Berck,,Ag & Resource Econ & Pol,299,Pass,Individual Research
6,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Anthony Fisher,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,William Hanemann,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Ann Harrison,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Larry Karp,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Ethan Ligon,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Pass,Individual Research
9,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,David Sunding,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Christian Traeger,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Brian Wright,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,David Zilberman,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Peter Berck,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,David Zilberman,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
3,Peter Berck,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Ethan Ligon,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Gordon Rausser,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Brian Wright,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,David Zilberman,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
4,Mark Brilliant,4,American Studies,10,A,Intro American Stdy
12,Mark Brilliant,3.7,American Studies,10,A-,Intro American Stdy
9,Mark Brilliant,3.3,American Studies,10,B+,Intro American Stdy
21,Mark Brilliant,3,American Studies,10,B,Intro American Stdy
9,Mark Brilliant,2.7,American Studies,10,B-,Intro American Stdy
4,Mark Brilliant,2.3,American Studies,10,C+,Intro American Stdy
8,Mark Brilliant,2,American Studies,10,C,Intro American Stdy
1,Mark Brilliant,1.7,American Studies,10,C-,Intro American Stdy
1,Mark Brilliant,1.3,American Studies,10,D+,Intro American Stdy
3,Mark Brilliant,1,American Studies,10,D,Intro American Stdy
5,Mark Brilliant,0,American Studies,10,F,Intro American Stdy
5,Mark Brilliant,,American Studies,10,Pass,Intro American Stdy
1,Mark Brilliant,,American Studies,10,Not Pass,Intro American Stdy
5,Christine Palmer,4,American Studies,101,A,Us Cultures In Time
6,Christine Palmer,3.7,American Studies,101,A-,Us Cultures In Time
6,Christine Palmer,3.3,American Studies,101,B+,Us Cultures In Time
11,Christine Palmer,3,American Studies,101,B,Us Cultures In Time
5,Christine Palmer,2.7,American Studies,101,B-,Us Cultures In Time
3,Christine Palmer,2.3,American Studies,101,C+,Us Cultures In Time
1,Christine Palmer,2,American Studies,101,C,Us Cultures In Time
2,Christine Palmer,1.7,American Studies,101,C-,Us Cultures In Time
1,Christine Palmer,1.3,American Studies,101,D+,Us Cultures In Time
1,Christine Palmer,0.7,American Studies,101,D-,Us Cultures In Time
1,Christine Palmer,,American Studies,101,Pass,Us Cultures In Time
7,Kathleen Moran,4,American Studies,101,A,Us Cultures In Time
25,Kathleen Moran,3.7,American Studies,101,A-,Us Cultures In Time
21,Kathleen Moran,3.3,American Studies,101,B+,Us Cultures In Time
15,Kathleen Moran,3,American Studies,101,B,Us Cultures In Time
10,Kathleen Moran,2.7,American Studies,101,B-,Us Cultures In Time
3,Kathleen Moran,2.3,American Studies,101,C+,Us Cultures In Time
4,Kathleen Moran,2,American Studies,101,C,Us Cultures In Time
3,Kathleen Moran,0,American Studies,101,F,Us Cultures In Time
1,Kathleen Moran,,American Studies,101,Pass,Us Cultures In Time
1,Kathleen Moran,,American Studies,101,Not Pass,Us Cultures In Time
2,Michael Cohen,4,American Studies,101AC,A+,Us Cultures In Time
22,Michael Cohen,4,American Studies,101AC,A,Us Cultures In Time
11,Michael Cohen,3.7,American Studies,101AC,A-,Us Cultures In Time
12,Michael Cohen,3,American Studies,101AC,B,Us Cultures In Time
8,Michael Cohen,2.7,American Studies,101AC,B-,Us Cultures In Time
2,Michael Cohen,2.3,American Studies,101AC,C+,Us Cultures In Time
