Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
1,Natasha Himmelman,4,African American Studies,4B,A+,Africa:  Hist & Cul
10,Natasha Himmelman,4,African American Studies,4B,A,Africa:  Hist & Cul
16,Natasha Himmelman,3.7,African American Studies,4B,A-,Africa:  Hist & Cul
12,Natasha Himmelman,3.3,African American Studies,4B,B+,Africa:  Hist & Cul
15,Natasha Himmelman,3,African American Studies,4B,B,Africa:  Hist & Cul
14,Natasha Himmelman,2.7,African American Studies,4B,B-,Africa:  Hist & Cul
5,Natasha Himmelman,2.3,African American Studies,4B,C+,Africa:  Hist & Cul
1,Natasha Himmelman,1.7,African American Studies,4B,C-,Africa:  Hist & Cul
2,Natasha Himmelman,1.3,African American Studies,4B,D+,Africa:  Hist & Cul
6,Natasha Himmelman,,African American Studies,4B,Pass,Africa:  Hist & Cul
3,Brandi Catanese,4,African American Studies,5A,A+,Afam Life & Cul U S
11,Brandi Catanese,4,African American Studies,5A,A,Afam Life & Cul U S
8,Brandi Catanese,3.7,African American Studies,5A,A-,Afam Life & Cul U S
7,Brandi Catanese,3.3,African American Studies,5A,B+,Afam Life & Cul U S
13,Brandi Catanese,3,African American Studies,5A,B,Afam Life & Cul U S
9,Brandi Catanese,2.7,African American Studies,5A,B-,Afam Life & Cul U S
5,Brandi Catanese,2.3,African American Studies,5A,C+,Afam Life & Cul U S
4,Brandi Catanese,2,African American Studies,5A,C,Afam Life & Cul U S
1,Brandi Catanese,1.7,African American Studies,5A,C-,Afam Life & Cul U S
1,Brandi Catanese,1.3,African American Studies,5A,D+,Afam Life & Cul U S
1,Brandi Catanese,1,African American Studies,5A,D,Afam Life & Cul U S
1,Brandi Catanese,0.7,African American Studies,5A,D-,Afam Life & Cul U S
2,Brandi Catanese,0,African American Studies,5A,F,Afam Life & Cul U S
5,Brandi Catanese,,African American Studies,5A,Pass,Afam Life & Cul U S
1,Alassane Sow,4,African American Studies,C9B,A,Advanced Wolof
1,Alassane Sow,,African American Studies,C9B,Pass,Advanced Wolof
1,Joseph Omwamba,,African American Studies,C10B,Pass,Intermed Swahili
2,Joseph Omwamba,,African American Studies,C10B,Pass,Intermed Swahili
2,Sam Mchombo,4,African American Studies,C11B,A+,Elementary Swahili
2,Sam Mchombo,4,African American Studies,C11B,A,Elementary Swahili
3,Sam Mchombo,3.7,African American Studies,C11B,A-,Elementary Swahili
1,Sam Mchombo,3.3,African American Studies,C11B,B+,Elementary Swahili
2,Sam Mchombo,3,African American Studies,C11B,B,Elementary Swahili
1,Sam Mchombo,2.7,African American Studies,C11B,B-,Elementary Swahili
1,Sam Mchombo,,African American Studies,C11B,Pass,Elementary Swahili
1,Sam Mchombo,4,African American Studies,C11B,A+,Elementary Swahili
2,Sam Mchombo,4,African American Studies,C11B,A,Elementary Swahili
4,Sam Mchombo,3.7,African American Studies,C11B,A-,Elementary Swahili
1,Sam Mchombo,3,African American Studies,C11B,B,Elementary Swahili
1,Sam Mchombo,2.7,African American Studies,C11B,B-,Elementary Swahili
2,Sam Mchombo,2.3,African American Studies,C11B,C+,Elementary Swahili
7,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
7,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
31,Lisa Morris; Ula Taylor,,African American Studies,98,Pass,Directed Group Stdy
2,Lisa Morris; Ula Taylor,,African American Studies,98,Not Pass,Directed Group Stdy
5,Charles Henry; Christopher Reid,,African American Studies,98,Pass,Directed Group Stdy
20,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
21,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
1,Charles Henry,,African American Studies,98,Not Pass,Directed Group Stdy
4,Darieck Scott; Mohammed Arefin,,African American Studies,98,Pass,Directed Group Stdy
13,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
5,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
2,Percy Hintzen,,African American Studies,98,Pass,Directed Group Stdy
2,Nailah Suad-Bakari,,African American Studies,99,Pass,Superv Indep Study
19,Robert Allen,4,African American Studies,109,A,Black/Male Am Life
2,Robert Allen,3.7,African American Studies,109,A-,Black/Male Am Life
2,Robert Allen,3.3,African American Studies,109,B+,Black/Male Am Life
1,Robert Allen,3,African American Studies,109,B,Black/Male Am Life
9,Percy Hintzen,4,African American Studies,112B,A,Pol/Eco Dev 3rd Wld
9,Percy Hintzen,3.7,African American Studies,112B,A-,Pol/Eco Dev 3rd Wld
10,Percy Hintzen,3.3,African American Studies,112B,B+,Pol/Eco Dev 3rd Wld
14,Percy Hintzen,3,African American Studies,112B,B,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,2,African American Studies,112B,C,Pol/Eco Dev 3rd Wld
1,Percy Hintzen,1.7,African American Studies,112B,C-,Pol/Eco Dev 3rd Wld
2,Percy Hintzen,0,African American Studies,112B,F,Pol/Eco Dev 3rd Wld
11,Percy Hintzen,,African American Studies,112B,Pass,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,,African American Studies,112B,Not Pass,Pol/Eco Dev 3rd Wld
1,Ula Taylor,4,African American Studies,117,A+,Afric Am:Indust Age
8,Ula Taylor,4,African American Studies,117,A,Afric Am:Indust Age
5,Ula Taylor,3.7,African American Studies,117,A-,Afric Am:Indust Age
4,Ula Taylor,3.3,African American Studies,117,B+,Afric Am:Indust Age
3,Ula Taylor,3,African American Studies,117,B,Afric Am:Indust Age
6,Ula Taylor,2.7,African American Studies,117,B-,Afric Am:Indust Age
2,Ula Taylor,2,African American Studies,117,C,Afric Am:Indust Age
6,Ula Taylor,1.7,African American Studies,117,C-,Afric Am:Indust Age
2,Ula Taylor,1.3,African American Studies,117,D+,Afric Am:Indust Age
1,Ula Taylor,1,African American Studies,117,D,Afric Am:Indust Age
1,Ula Taylor,0.7,African American Studies,117,D-,Afric Am:Indust Age
4,Ula Taylor,0,African American Studies,117,F,Afric Am:Indust Age
6,Ula Taylor,,African American Studies,117,Pass,Afric Am:Indust Age
9,Hardy Frye,4,African American Studies,122,A,Afam Family:  Am Soc
9,Hardy Frye,3.7,African American Studies,122,A-,Afam Family:  Am Soc
12,Hardy Frye,3.3,African American Studies,122,B+,Afam Family:  Am Soc
8,Hardy Frye,3,African American Studies,122,B,Afam Family:  Am Soc
4,Hardy Frye,2.7,African American Studies,122,B-,Afam Family:  Am Soc
2,Hardy Frye,2,African American Studies,122,C,Afam Family:  Am Soc
1,Hardy Frye,1.7,African American Studies,122,C-,Afam Family:  Am Soc
1,Hardy Frye,0,African American Studies,122,F,Afam Family:  Am Soc
1,Hardy Frye,,African American Studies,122,Not Pass,Afam Family:  Am Soc
1,Nailah Suad-Bakari,4,African American Studies,C133A,A+,Race Urban Sch
2,Nailah Suad-Bakari,4,African American Studies,C133A,A,Race Urban Sch
2,Nailah Suad-Bakari,3.7,African American Studies,C133A,A-,Race Urban Sch
1,Nailah Suad-Bakari,3,African American Studies,C133A,B,Race Urban Sch
2,Nailah Suad-Bakari,2.7,African American Studies,C133A,B-,Race Urban Sch
5,Michel Laguerre,4,African American Studies,139,A,Sel Top:Africam Soc
1,Michel Laguerre,3.7,African American Studies,139,A-,Sel Top:Africam Soc
1,Michel Laguerre,3.3,African American Studies,139,B+,Sel Top:Africam Soc
2,Michel Laguerre,3,African American Studies,139,B,Sel Top:Africam Soc
1,Michel Laguerre,2.7,African American Studies,139,B-,Sel Top:Africam Soc
2,Michel Laguerre,3,African American Studies,139,B,Sel Top:Africam Soc
1,Michel Laguerre,,African American Studies,139,Pass,Sel Top:Africam Soc
1,Michel Laguerre,,African American Studies,139,Not Pass,Sel Top:Africam Soc
3,Leigh Raiford,4,African American Studies,144,A,Cultural Studies
9,Leigh Raiford,3.7,African American Studies,144,A-,Cultural Studies
13,Leigh Raiford,3.3,African American Studies,144,B+,Cultural Studies
3,Leigh Raiford,3,African American Studies,144,B,Cultural Studies
2,Leigh Raiford,2.7,African American Studies,144,B-,Cultural Studies
1,Leigh Raiford,2.3,African American Studies,144,C+,Cultural Studies
1,Leigh Raiford,1.7,African American Studies,144,C-,Cultural Studies
1,Leigh Raiford,1,African American Studies,144,D,Cultural Studies
2,Leigh Raiford,,African American Studies,144,Pass,Cultural Studies
55,Aya De Leon,4,African American Studies,156AC,A,Poetry 4 People:Int
20,Aya De Leon,3.7,African American Studies,156AC,A-,Poetry 4 People:Int
5,Aya De Leon,3.3,African American Studies,156AC,B+,Poetry 4 People:Int
3,Aya De Leon,2.7,African American Studies,156AC,B-,Poetry 4 People:Int
3,Aya De Leon,2.3,African American Studies,156AC,C+,Poetry 4 People:Int
1,Aya De Leon,2,African American Studies,156AC,C,Poetry 4 People:Int
4,Aya De Leon,,African American Studies,156AC,Pass,Poetry 4 People:Int
3,Aya De Leon,,African American Studies,156AC,Not Pass,Poetry 4 People:Int
7,Aya De Leon,4,African American Studies,158B,A,Poet 4 People:Prac
6,Darieck Scott,4,African American Studies,159,A,Spec Top Afam Lit
3,Darieck Scott,3.7,African American Studies,159,A-,Spec Top Afam Lit
4,Darieck Scott,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Darieck Scott,3,African American Studies,159,B,Spec Top Afam Lit
3,Darieck Scott,2.7,African American Studies,159,B-,Spec Top Afam Lit
3,Darieck Scott,2.3,African American Studies,159,C+,Spec Top Afam Lit
3,Darieck Scott,2,African American Studies,159,C,Spec Top Afam Lit
1,Darieck Scott,1.7,African American Studies,159,C-,Spec Top Afam Lit
1,Darieck Scott,1,African American Studies,159,D,Spec Top Afam Lit
4,Darieck Scott,0,African American Studies,159,F,Spec Top Afam Lit
1,Darieck Scott,,African American Studies,159,Pass,Spec Top Afam Lit
1,Darieck Scott,4,African American Studies,159,A+,Spec Top Afam Lit
6,Darieck Scott,4,African American Studies,159,A,Spec Top Afam Lit
1,Darieck Scott,3.7,African American Studies,159,A-,Spec Top Afam Lit
1,Darieck Scott,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Darieck Scott,3,African American Studies,159,B,Spec Top Afam Lit
1,Darieck Scott,2.7,African American Studies,159,B-,Spec Top Afam Lit
1,Darieck Scott,2.3,African American Studies,159,C+,Spec Top Afam Lit
2,Darieck Scott,,African American Studies,159,Pass,Spec Top Afam Lit
1,Leigh Raiford,4,African American Studies,159,A,Spec Top Afam Lit
1,Leigh Raiford,3.7,African American Studies,159,A-,Spec Top Afam Lit
1,Leigh Raiford,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Leigh Raiford,,African American Studies,159,Pass,Spec Top Afam Lit
1,Aparajita Nanda,4,African American Studies,159,A+,Spec Top Afam Lit
2,Aparajita Nanda,4,African American Studies,159,A,Spec Top Afam Lit
2,Aparajita Nanda,3.7,African American Studies,159,A-,Spec Top Afam Lit
4,Aparajita Nanda,3.3,African American Studies,159,B+,Spec Top Afam Lit
2,Aparajita Nanda,3,African American Studies,159,B,Spec Top Afam Lit
3,Charles Henry,4,African American Studies,H195B,A,Senior Honor Thesis
1,Charles Henry,3,African American Studies,H195B,B,Senior Honor Thesis
1,Charles Henry,0,African American Studies,H195B,F,Senior Honor Thesis
9,Nailah Suad-Bakari,,African American Studies,197,Pass,Field Study
28,Lisa Morris; Ula Taylor,,African American Studies,198,Pass,Directed Group Stdy
10,Charles Henry; Christopher Reid,,African American Studies,198,Pass,Directed Group Stdy
10,Darieck Scott; Pegah Ghaneian,,African American Studies,198,Pass,Directed Group Stdy
3,Ula Taylor,,African American Studies,198,Pass,Directed Group Stdy
1,Ula Taylor,,African American Studies,198,Not Pass,Directed Group Stdy
5,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
6,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
1,Percy Hintzen,,African American Studies,199,Pass,Superv Indep Study
1,Charles Henry,,African American Studies,199,Pass,Superv Indep Study
3,Charles Henry,4,African American Studies,201B,A,Qual Research Met
2,Charles Henry,3.7,African American Studies,201B,A-,Qual Research Met
1,Charles Henry,,African American Studies,201B,Pass,Qual Research Met
1,Charles Henry,,African American Studies,201B,Pass,Qual Research Met
1,Charles Henry,,African American Studies,201B,Not Pass,Qual Research Met
1,Stephen Small,4,African American Studies,241,A,Spec Topics
2,Heike Raphael-Hernandez,4,African American Studies,241,A,Spec Topics
1,Heike Raphael-Hernandez,,African American Studies,241,Not Pass,Spec Topics
2,Percy Hintzen,4,African American Studies,257B,A+,Pwr Dom And Ideolog
3,Percy Hintzen,4,African American Studies,257B,A,Pwr Dom And Ideolog
3,Percy Hintzen,3.7,African American Studies,257B,A-,Pwr Dom And Ideolog
1,Percy Hintzen,3.3,African American Studies,257B,B+,Pwr Dom And Ideolog
3,Leigh Raiford,4,African American Studies,262,A,Black Fem Criticism
3,Leigh Raiford,3.7,African American Studies,262,A-,Black Fem Criticism
3,Nailah Suad-Bakari,4,African American Studies,C286,A,Afr-Am Education
2,Nailah Suad-Bakari,3.7,African American Studies,C286,A-,Afr-Am Education
11,Charles Henry,,African American Studies,296,Pass,Dir Diss Research
2,Ula Taylor,4,African American Studies,299,A,Ind Stdy/Res
3,Ula Taylor,,African American Studies,299,Pass,Ind Stdy/Res
2,Ula Taylor,4,African American Studies,299,A,Ind Stdy/Res
10,Ula Taylor,,African American Studies,299,Pass,Ind Stdy/Res
9,Ula Taylor,,African American Studies,602,Pass,Ind Stdy For Doc St
1,Anastasios Melis,,Ag & Environmental Chem,299,Pass,Research In Ag Chem
1,Lewis Feldman,4,Ag & Environmental Chem,299,A,Research In Ag Chem
1,Robert Fischer,,Ag & Environmental Chem,299,Pass,Research In Ag Chem
1,John Coates,4,Ag & Environmental Chem,299,A+,Research In Ag Chem
1,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,A+,Issues In Agri Econ
3,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,A,Issues In Agri Econ
6,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,A-,Issues In Agri Econ
1,Jeffrey Perloff; Sofia Villas-Boas,3.3,Ag & Resource Econ & Pol,202,B+,Issues In Agri Econ
4,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,A,Econometrics 2
4,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,212,A-,Econometrics 2
6,Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,212,B+,Econometrics 2
1,Maximilian Auffhammer,3,Ag & Resource Econ & Pol,212,B,Econometrics 2
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,Pass,Econometrics 2
5,Ethan Ligon,4,Ag & Resource Econ & Pol,219B,A,Econometric Proj
1,Ethan Ligon,3.7,Ag & Resource Econ & Pol,219B,A-,Econometric Proj
2,Ethan Ligon,3.3,Ag & Resource Econ & Pol,219B,B+,Econometric Proj
3,Ethan Ligon,3,Ag & Resource Econ & Pol,219B,B,Econometric Proj
2,Ann Harrison,4,Ag & Resource Econ & Pol,232,A,Empirical Int Trade
1,Brian Wright; Gordon Rausser,4,Ag & Resource Econ & Pol,242,A+,Quant Policy Anlys
1,Brian Wright; Gordon Rausser,4,Ag & Resource Econ & Pol,242,A,Quant Policy Anlys
5,Brian Wright,,Ag & Resource Econ & Pol,249,Pass,Policy Workshop
7,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Pass,Development Wkshop
7,William Hanemann,4,Ag & Resource Econ & Pol,262,A,Nonmarket Valuation
1,William Hanemann,3.7,Ag & Resource Econ & Pol,262,A-,Nonmarket Valuation
4,Peter Berck,,Ag & Resource Econ & Pol,269,Pass,Resources Workshop
1,Peter Berck,4,Ag & Resource Econ & Pol,298,A,Special Study
1,William Hanemann,4,Ag & Resource Econ & Pol,298,A,Special Study
7,Larry Karp,,Ag & Resource Econ & Pol,298,Pass,Special Study
2,David Roland-Holst,,Ag & Resource Econ & Pol,298,Pass,Special Study
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,William Hanemann,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Ann Harrison,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Larry Karp,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Ethan Ligon,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Gordon Rausser,,Ag & Resource Econ & Pol,299,Pass,Individual Research
4,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Brian Wright,,Ag & Resource Econ & Pol,299,Pass,Individual Research
5,David Zilberman,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Larry Karp,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,David Zilberman,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Michael Anderson,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
4,Peter Berck,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Anthony Fisher,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,William Hanemann,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Ann Harrison,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Ethan Ligon,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Gordon Rausser,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
5,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Brian Wright,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
6,David Zilberman,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
17,Kathleen Moran,4,American Studies,10,A,Intro American Stdy
27,Kathleen Moran,3.7,American Studies,10,A-,Intro American Stdy
23,Kathleen Moran,3.3,American Studies,10,B+,Intro American Stdy
16,Kathleen Moran,3,American Studies,10,B,Intro American Stdy
17,Kathleen Moran,2.7,American Studies,10,B-,Intro American Stdy
5,Kathleen Moran,2.3,American Studies,10,C+,Intro American Stdy
5,Kathleen Moran,2,American Studies,10,C,Intro American Stdy
3,Kathleen Moran,0,American Studies,10,F,Intro American Stdy
11,Kathleen Moran,,American Studies,10,Pass,Intro American Stdy
3,Kathleen Moran,,American Studies,10,Not Pass,Intro American Stdy
14,Michael Cohen,4,American Studies,10AC,A,Intro American Stdy
3,Michael Cohen,3.7,American Studies,10AC,A-,Intro American Stdy
7,Michael Cohen,3.3,American Studies,10AC,B+,Intro American Stdy
10,Michael Cohen,3,American Studies,10AC,B,Intro American Stdy
1,Michael Cohen,2.7,American Studies,10AC,B-,Intro American Stdy
5,Michael Cohen,2.3,American Studies,10AC,C+,Intro American Stdy
2,Michael Cohen,2,American Studies,10AC,C,Intro American Stdy
1,Michael Cohen,1,American Studies,10AC,D,Intro American Stdy
1,Michael Cohen,0.7,American Studies,10AC,D-,Intro American Stdy
1,Michael Cohen,0,American Studies,10AC,F,Intro American Stdy
3,Michael Cohen,,American Studies,10AC,Pass,Intro American Stdy
1,Michael Cohen,,American Studies,10AC,Not Pass,Intro American Stdy
6,Joseph Guzman; Ravi Patel; Shannon Steen,,American Studies,98,Pass,Directed Group Stdy
1,Joseph Guzman; Ravi Patel; Shannon Steen,,American Studies,98,Not Pass,Directed Group Stdy
1,Christine Palmer,4,American Studies,101,A,Us Cultures In Time
9,Christine Palmer,3.7,American Studies,101,A-,Us Cultures In Time
13,Christine Palmer,3.3,American Studies,101,B+,Us Cultures In Time
8,Christine Palmer,3,American Studies,101,B,Us Cultures In Time
7,Christine Palmer,2.7,American Studies,101,B-,Us Cultures In Time
9,Christine Palmer,2.3,American Studies,101,C+,Us Cultures In Time
6,Christine Palmer,2,American Studies,101,C,Us Cultures In Time
4,Christine Palmer,1.7,American Studies,101,C-,Us Cultures In Time
2,Christine Palmer,0,American Studies,101,F,Us Cultures In Time
4,Christine Palmer,,American Studies,101,Pass,Us Cultures In Time
2,Christine Palmer,,American Studies,101,Not Pass,Us Cultures In Time
5,Scott Saul,4,American Studies,101,A,Us Cultures In Time
3,Scott Saul,3.7,American Studies,101,A-,Us Cultures In Time
4,Scott Saul,3.3,American Studies,101,B+,Us Cultures In Time
3,Scott Saul,3,American Studies,101,B,Us Cultures In Time
1,Scott Saul,2.3,American Studies,101,C+,Us Cultures In Time
1,Scott Saul,2,American Studies,101,C,Us Cultures In Time
1,Scott Saul,1.7,American Studies,101,C-,Us Cultures In Time
7,Shannon Steen,4,American Studies,102,A,Us Cultures/Place
6,Shannon Steen,3.7,American Studies,102,A-,Us Cultures/Place
8,Shannon Steen,3.3,American Studies,102,B+,Us Cultures/Place
4,Shannon Steen,3,American Studies,102,B,Us Cultures/Place
4,Shannon Steen,2.7,American Studies,102,B-,Us Cultures/Place
3,Shannon Steen,2.3,American Studies,102,C+,Us Cultures/Place
3,Shannon Steen,2,American Studies,102,C,Us Cultures/Place
2,Shannon Steen,1.7,American Studies,102,C-,Us Cultures/Place
1,Shannon Steen,1.3,American Studies,102,D+,Us Cultures/Place
1,Shannon Steen,0.7,American Studies,102,D-,Us Cultures/Place
1,Shannon Steen,0,American Studies,102,F,Us Cultures/Place
7,Shannon Steen,,American Studies,102,Pass,Us Cultures/Place
3,Shannon Steen,,American Studies,102,Not Pass,Us Cultures/Place
2,Kathleen Moran; Richard Walker,4,American Studies,102,A+,Us Cultures/Place
4,Kathleen Moran; Richard Walker,4,American Studies,102,A,Us Cultures/Place
7,Kathleen Moran; Richard Walker,3.7,American Studies,102,A-,Us Cultures/Place
5,Kathleen Moran; Richard Walker,3.3,American Studies,102,B+,Us Cultures/Place
10,Kathleen Moran; Richard Walker,3,American Studies,102,B,Us Cultures/Place
7,Kathleen Moran; Richard Walker,2.7,American Studies,102,B-,Us Cultures/Place
2,Kathleen Moran; Richard Walker,2.3,American Studies,102,C+,Us Cultures/Place
2,Kathleen Moran; Richard Walker,2,American Studies,102,C,Us Cultures/Place
1,Kathleen Moran; Richard Walker,1,American Studies,102,D,Us Cultures/Place
2,Kathleen Moran; Richard Walker,0,American Studies,102,F,Us Cultures/Place
6,Kathleen Moran; Richard Walker,,American Studies,102,Pass,Us Cultures/Place
1,Kathleen Moran; Richard Walker,,American Studies,102,Not Pass,Us Cultures/Place
7,Michel Laguerre,4,American Studies,102,A,Us Cultures/Place
2,Michel Laguerre,3.7,American Studies,102,A-,Us Cultures/Place
1,Michel Laguerre,3,American Studies,102,B,Us Cultures/Place
4,Michel Laguerre,4,American Studies,110,A,Special Topics
1,Michel Laguerre,2,American Studies,110,C,Special Topics
2,Michel Laguerre,0,American Studies,110,F,Special Topics
1,Michel Laguerre,,American Studies,110,Pass,Special Topics
6,Donald Mcquade,4,American Studies,H110,A,Honors Seminar
3,Donald Mcquade,3.7,American Studies,H110,A-,Honors Seminar
2,Paul Groth,4,American Studies,C112B,A,Am Landscape: 1900--
2,Paul Groth,3.7,American Studies,C112B,A-,Am Landscape: 1900--
1,Paul Groth,3.3,American Studies,C112B,B+,Am Landscape: 1900--
7,Paul Groth,3,American Studies,C112B,B,Am Landscape: 1900--
2,Paul Groth,2.7,American Studies,C112B,B-,Am Landscape: 1900--
1,Paul Groth,2.3,American Studies,C112B,C+,Am Landscape: 1900--
5,Paul Groth,2,American Studies,C112B,C,Am Landscape: 1900--
3,Paul Groth,1.7,American Studies,C112B,C-,Am Landscape: 1900--
1,Paul Groth,1,American Studies,C112B,D,Am Landscape: 1900--
2,Paul Groth,0,American Studies,C112B,F,Am Landscape: 1900--
6,Paul Groth,,American Studies,C112B,Pass,Am Landscape: 1900--
1,Louise Mozingo,4,American Studies,C171,A+,Amer Dsgn Land 1850
2,Louise Mozingo,4,American Studies,C171,A,Amer Dsgn Land 1850
1,Louise Mozingo,3.7,American Studies,C171,A-,Amer Dsgn Land 1850
4,Louise Mozingo,3.3,American Studies,C171,B+,Amer Dsgn Land 1850
5,Louise Mozingo,3,American Studies,C171,B,Amer Dsgn Land 1850
1,Louise Mozingo,0,American Studies,C171,F,Amer Dsgn Land 1850
3,Louise Mozingo,,American Studies,C171,Pass,Amer Dsgn Land 1850
3,Christine Rosen,4,American Studies,C172,A,Bus Historical Env
7,Christine Rosen,3.7,American Studies,C172,A-,Bus Historical Env
15,Christine Rosen,3.3,American Studies,C172,B+,Bus Historical Env
13,Christine Rosen,3,American Studies,C172,B,Bus Historical Env
7,Christine Rosen,2.7,American Studies,C172,B-,Bus Historical Env
