Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
1,Aparajita Nanda,2,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Ivy Mills,4,African American Studies,R1B,Letter Grade,Freshmn Composition
4,Ivy Mills,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Ivy Mills,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
2,Ivy Mills,3,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Ivy Mills,2.7,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Ivy Mills,2.3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Ivy Mills,2,African American Studies,R1B,Letter Grade,Freshmn Composition
2,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
6,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
10,G. Ugo Nwokeji,3.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
11,G. Ugo Nwokeji,3.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
11,G. Ugo Nwokeji,3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
10,G. Ugo Nwokeji,2.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
4,G. Ugo Nwokeji,2.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,G. Ugo Nwokeji,2,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,G. Ugo Nwokeji,1.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,G. Ugo Nwokeji,1.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
6,G. Ugo Nwokeji,,African American Studies,4A,Non-Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,,African American Studies,4A,Non-Letter Grade,Africa:  Hist & Cul
9,Brandi Catanese,4,African American Studies,5A,Letter Grade,Afam Life & Cul U S
3,Brandi Catanese,3.7,African American Studies,5A,Letter Grade,Afam Life & Cul U S
7,Brandi Catanese,3.3,African American Studies,5A,Letter Grade,Afam Life & Cul U S
14,Brandi Catanese,3,African American Studies,5A,Letter Grade,Afam Life & Cul U S
3,Brandi Catanese,2.7,African American Studies,5A,Letter Grade,Afam Life & Cul U S
3,Brandi Catanese,2.3,African American Studies,5A,Letter Grade,Afam Life & Cul U S
5,Brandi Catanese,2,African American Studies,5A,Letter Grade,Afam Life & Cul U S
5,Brandi Catanese,1.7,African American Studies,5A,Letter Grade,Afam Life & Cul U S
1,Brandi Catanese,1.3,African American Studies,5A,Letter Grade,Afam Life & Cul U S
1,Brandi Catanese,1,African American Studies,5A,Letter Grade,Afam Life & Cul U S
4,Brandi Catanese,0,African American Studies,5A,Letter Grade,Afam Life & Cul U S
6,Brandi Catanese,,African American Studies,5A,Non-Letter Grade,Afam Life & Cul U S
5,Brandi Catanese,,African American Studies,5A,Non-Letter Grade,Afam Life & Cul U S
1,Alassane Sow,4,African American Studies,7A,Letter Grade,Elementary Wolof
1,Alassane Sow,4,African American Studies,7A,Letter Grade,Elementary Wolof
2,Sam Mchombo,4,African American Studies,10A,Letter Grade,Intermed Swahili
4,Sam Mchombo,4,African American Studies,10A,Letter Grade,Intermed Swahili
2,Sam Mchombo,3.7,African American Studies,10A,Letter Grade,Intermed Swahili
1,Sam Mchombo,,African American Studies,10A,Non-Letter Grade,Intermed Swahili
2,David Kyeu,4,African American Studies,11A,Letter Grade,Elementary Swahili
2,David Kyeu,3.7,African American Studies,11A,Letter Grade,Elementary Swahili
2,David Kyeu,3.3,African American Studies,11A,Letter Grade,Elementary Swahili
1,David Kyeu,3,African American Studies,11A,Letter Grade,Elementary Swahili
4,David Kyeu,4,African American Studies,11A,Letter Grade,Elementary Swahili
1,David Kyeu,3.3,African American Studies,11A,Letter Grade,Elementary Swahili
2,David Kyeu,4,African American Studies,15A,Letter Grade,Advanced Swahili
16,Sam Mchombo,,African American Studies,24,Non-Letter Grade,Freshman Seminars
38,Michael Cohen,4,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
17,Michael Cohen,3.7,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
13,Michael Cohen,3.3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
15,Michael Cohen,3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
7,Michael Cohen,2.7,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
3,Michael Cohen,2.3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
1,Michael Cohen,2,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
1,Michael Cohen,1.7,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
3,Michael Cohen,0,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
19,Michael Cohen,,African American Studies,27AC,Non-Letter Grade,Lives/Strug/Maj Cul
5,Michael Cohen,,African American Studies,27AC,Non-Letter Grade,Lives/Strug/Maj Cul
1,Sam Mchombo,4,African American Studies,30A,Letter Grade,Elementary Chichewa
6,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
42,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
13,Makhoul Ghassan; Ula Taylor,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
9,Ranel Santos; Ula Taylor,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
11,Armando Acero; Frederick Vincent,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
12,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
24,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
5,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
6,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,Nailah Suad-Bakari; Wanda Alarcon,,African American Studies,98BC,Non-Letter Grade,Directed Group Stud
4,Michael Mcgee; Nailah Suad-Bakari,,African American Studies,98BC,Non-Letter Grade,Directed Group Stud
1,Leigh Raiford,4,African American Studies,100,Letter Grade,Black Intllctl Thgh
3,Leigh Raiford,3.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
2,Leigh Raiford,3.3,African American Studies,100,Letter Grade,Black Intllctl Thgh
5,Leigh Raiford,3,African American Studies,100,Letter Grade,Black Intllctl Thgh
2,Leigh Raiford,2.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,2.3,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,2,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,1.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,1,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,0.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
2,Hardy Frye,4,African American Studies,109,Letter Grade,Black/Male Am Life
2,Hardy Frye,4,African American Studies,109,Letter Grade,Black/Male Am Life
7,Hardy Frye,3.7,African American Studies,109,Letter Grade,Black/Male Am Life
3,Hardy Frye,3.3,African American Studies,109,Letter Grade,Black/Male Am Life
2,Hardy Frye,3,African American Studies,109,Letter Grade,Black/Male Am Life
1,Hardy Frye,2.3,African American Studies,109,Letter Grade,Black/Male Am Life
1,Hardy Frye,2,African American Studies,109,Letter Grade,Black/Male Am Life
2,Kwame Nimako,4,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
13,Kwame Nimako,3.7,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
7,Kwame Nimako,3.3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
9,Kwame Nimako,3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
7,Kwame Nimako,2.7,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
2,Kwame Nimako,2.3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,2,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
2,Kwame Nimako,1.7,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,1.3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,0.7,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
6,Ula Taylor,3.7,African American Studies,116,Letter Grade,Slavery And African
3,Ula Taylor,3.3,African American Studies,116,Letter Grade,Slavery And African
3,Ula Taylor,2.7,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,2.3,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,2,African American Studies,116,Letter Grade,Slavery And African
2,Ula Taylor,1.7,African American Studies,116,Letter Grade,Slavery And African
4,Ula Taylor,0,African American Studies,116,Letter Grade,Slavery And African
2,James Taylor,4,African American Studies,121,Letter Grade,Blk Pol Life:  U S
2,James Taylor,3.7,African American Studies,121,Letter Grade,Blk Pol Life:  U S
3,James Taylor,3.3,African American Studies,121,Letter Grade,Blk Pol Life:  U S
1,James Taylor,0.7,African American Studies,121,Letter Grade,Blk Pol Life:  U S
12,Michel Laguerre,4,African American Studies,131,Letter Grade,Carib Soc:  Cultures
11,Michel Laguerre,3.7,African American Studies,131,Letter Grade,Carib Soc:  Cultures
3,Michel Laguerre,3.3,African American Studies,131,Letter Grade,Carib Soc:  Cultures
7,Michel Laguerre,3,African American Studies,131,Letter Grade,Carib Soc:  Cultures
1,Michel Laguerre,2.7,African American Studies,131,Letter Grade,Carib Soc:  Cultures
7,Michel Laguerre,,African American Studies,131,Non-Letter Grade,Carib Soc:  Cultures
7,Nailah Suad-Bakari,4,African American Studies,C133A,Letter Grade,Race Urban Sch
5,Nailah Suad-Bakari,4,African American Studies,C133A,Letter Grade,Race Urban Sch
12,Nailah Suad-Bakari,3.7,African American Studies,C133A,Letter Grade,Race Urban Sch
5,Nailah Suad-Bakari,3.3,African American Studies,C133A,Letter Grade,Race Urban Sch
1,Nailah Suad-Bakari,3,African American Studies,C133A,Letter Grade,Race Urban Sch
1,Nailah Suad-Bakari,,African American Studies,C133A,Non-Letter Grade,Race Urban Sch
11,Michel Laguerre,4,African American Studies,C134,Letter Grade,Info Tech And Soc
1,Michel Laguerre,3.7,African American Studies,C134,Letter Grade,Info Tech And Soc
2,Michel Laguerre,3.3,African American Studies,C134,Letter Grade,Info Tech And Soc
1,Michel Laguerre,3,African American Studies,C134,Letter Grade,Info Tech And Soc
2,Michel Laguerre,2.3,African American Studies,C134,Letter Grade,Info Tech And Soc
1,Michel Laguerre,,African American Studies,C134,Non-Letter Grade,Info Tech And Soc
2,Nikki Jones,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
11,Nikki Jones,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
3,Nikki Jones,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
3,Nikki Jones,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
3,Nikki Jones,3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Nikki Jones,2.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Nikki Jones,0,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Nikki Jones,,African American Studies,139,Non-Letter Grade,Sel Top:Africam Soc
2,Aya De Leon,4,African American Studies,158A,Letter Grade,Poetry 4 Peop:Teach
6,Aya De Leon,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,Aya De Leon,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aya De Leon,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aya De Leon,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aya De Leon,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aya De Leon,0,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Aya De Leon,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,Aparajita Nanda,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Aparajita Nanda,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aparajita Nanda,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aparajita Nanda,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aparajita Nanda,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
7,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Frederick Vincent,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
39,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
34,John Patton; Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
6,Makhoul Ghassan; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Makhoul Ghassan; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
12,Ranel Santos; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
14,Armando Acero; Frederick Vincent,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
9,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
8,Michael Mcgee; Nailah Suad-Bakari,,African American Studies,198BC,Non-Letter Grade,Directed Group Stud
1,Sam Mchombo,,African American Studies,199,Non-Letter Grade,Superv Indep Study
5,Leigh Raiford,4,African American Studies,201A,Letter Grade,Inter Res Meth
1,Darieck Scott,4,African American Studies,240,Letter Grade,Spec Topics
4,Darieck Scott,4,African American Studies,240,Letter Grade,Spec Topics
2,Darieck Scott,3.7,African American Studies,240,Letter Grade,Spec Topics
2,Darieck Scott,3.3,African American Studies,240,Letter Grade,Spec Topics
1,Hardy Frye,4,African American Studies,241,Letter Grade,Spec Topics
2,Sam Mchombo,4,African American Studies,242,Letter Grade,Spec Top Afrcn Ling
15,Leigh Raiford,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,Ula Taylor,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Nikki Jones,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,Nikki Jones,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,Darieck Scott,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Ula Taylor,4,African American Studies,299,Letter Grade,Ind Stdy/Res
3,Khatharya Um,4,African American Studies,C375,Letter Grade,Critical Pedagogy
2,Khatharya Um,3.7,African American Studies,C375,Letter Grade,Critical Pedagogy
6,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
1,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
1,David Sunding; Larry Karp,4,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
6,David Sunding; Larry Karp,4,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
4,David Sunding; Larry Karp,3.7,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
4,David Sunding; Larry Karp,3.3,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
1,David Sunding; Larry Karp,3,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
6,Charles Gibbons,4,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
5,Charles Gibbons,3.7,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
7,Charles Gibbons,3.3,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
3,Charles Gibbons,3,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
1,Charles Gibbons,2,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
1,Charles Gibbons,,Ag & Resource Econ & Pol,210,Non-Letter Grade,Prob And Stat
1,Leo Simon,4,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
3,Leo Simon,4,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
4,Leo Simon,3.7,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
5,Leo Simon,3.3,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
3,Leo Simon,3,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
1,Leo Simon,2.7,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
1,Michael Anderson,4,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
3,Michael Anderson,4,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
14,Michael Anderson,3.7,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
11,Michael Anderson,3.3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
6,Michael Anderson,3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
1,Michael Anderson,2.7,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
1,Michael Anderson,2.3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
2,Michael Anderson,,Ag & Resource Econ & Pol,213,Non-Letter Grade,Applied Econometric
11,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219A,Letter Grade,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219A,Letter Grade,Econometric Proj
1,David Zilberman; Gordon Rausser,4,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
1,David Zilberman; Gordon Rausser,4,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
1,David Zilberman; Gordon Rausser,3.7,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
17,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
2,Elisabeth Sadoulet; Jeremy Magruder,4,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
3,Elisabeth Sadoulet; Jeremy Magruder,4,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
3,Elisabeth Sadoulet; Jeremy Magruder,3.7,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
2,Elisabeth Sadoulet; Jeremy Magruder,3.3,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
2,Elisabeth Sadoulet; Jeremy Magruder,3,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
1,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
2,Alain Dejanvry,3.3,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
3,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
8,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
8,Alain Dejanvry,3.7,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
5,Alain Dejanvry,3.3,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
3,Alain Dejanvry,3,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
17,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
1,Peter Berck,4,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
3,Peter Berck,4,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
1,Peter Berck,3.7,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
1,Peter Berck,3.3,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
16,Peter Berck,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
2,Leo Simon,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Leo Simon,3.7,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Leo Simon,3.3,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
3,David Zilberman,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Meredith Fowlie,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
6,Brian Wright,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
5,David Zilberman,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Peter Berck,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
4,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Brian Wright,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,David Zilberman,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,Christine Palmer,4,American Studies,10,Letter Grade,Intro American Stdy
10,Christine Palmer,3.7,American Studies,10,Letter Grade,Intro American Stdy
10,Christine Palmer,3.3,American Studies,10,Letter Grade,Intro American Stdy
10,Christine Palmer,3,American Studies,10,Letter Grade,Intro American Stdy
21,Christine Palmer,2.7,American Studies,10,Letter Grade,Intro American Stdy
2,Christine Palmer,2.3,American Studies,10,Letter Grade,Intro American Stdy
2,Christine Palmer,2,American Studies,10,Letter Grade,Intro American Stdy
8,Christine Palmer,1.7,American Studies,10,Letter Grade,Intro American Stdy
1,Christine Palmer,0.7,American Studies,10,Letter Grade,Intro American Stdy
2,Christine Palmer,0,American Studies,10,Letter Grade,Intro American Stdy
4,Christine Palmer,,American Studies,10,Non-Letter Grade,Intro American Stdy
1,Christine Palmer,,American Studies,10,Non-Letter Grade,Intro American Stdy
1,Kathleen Moran,,American Studies,99,Non-Letter Grade,Superv Indep Study
1,Michael Cohen,4,American Studies,101AC,Letter Grade,Us Cultures In Time
17,Michael Cohen,4,American Studies,101AC,Letter Grade,Us Cultures In Time
12,Michael Cohen,3.7,American Studies,101AC,Letter Grade,Us Cultures In Time
14,Michael Cohen,3.3,American Studies,101AC,Letter Grade,Us Cultures In Time
20,Michael Cohen,3,American Studies,101AC,Letter Grade,Us Cultures In Time
11,Michael Cohen,2.7,American Studies,101AC,Letter Grade,Us Cultures In Time
7,Michael Cohen,2.3,American Studies,101AC,Letter Grade,Us Cultures In Time
5,Michael Cohen,2,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Michael Cohen,1.7,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Michael Cohen,1.3,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Michael Cohen,1,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Michael Cohen,0,American Studies,101AC,Letter Grade,Us Cultures In Time
23,Michael Cohen,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
9,Michael Cohen,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
6,Gray Brechin; Kathleen Moran,4,American Studies,102,Letter Grade,Us Cultures/Place
3,Gray Brechin; Kathleen Moran,3.7,American Studies,102,Letter Grade,Us Cultures/Place
5,Gray Brechin; Kathleen Moran,3.3,American Studies,102,Letter Grade,Us Cultures/Place
9,Gray Brechin; Kathleen Moran,3,American Studies,102,Letter Grade,Us Cultures/Place
6,Gray Brechin; Kathleen Moran,2.7,American Studies,102,Letter Grade,Us Cultures/Place
7,Gray Brechin; Kathleen Moran,2.3,American Studies,102,Letter Grade,Us Cultures/Place
5,Gray Brechin; Kathleen Moran,2,American Studies,102,Letter Grade,Us Cultures/Place
3,Gray Brechin; Kathleen Moran,1.7,American Studies,102,Letter Grade,Us Cultures/Place
1,Gray Brechin; Kathleen Moran,1,American Studies,102,Letter Grade,Us Cultures/Place
3,Gray Brechin; Kathleen Moran,0,American Studies,102,Letter Grade,Us Cultures/Place
2,Gray Brechin; Kathleen Moran,,American Studies,102,Non-Letter Grade,Us Cultures/Place
1,Christine Palmer,4,American Studies,H110,Letter Grade,Honors Seminar
6,Christine Palmer,4,American Studies,H110,Letter Grade,Honors Seminar
2,Christine Palmer,3.7,American Studies,H110,Letter Grade,Honors Seminar
1,Christine Palmer,3,American Studies,H110,Letter Grade,Honors Seminar
1,Richard Hutson,4,American Studies,C111E,Letter Grade,American Studies
4,Richard Hutson,3.7,American Studies,C111E,Letter Grade,American Studies
2,Richard Hutson,3.3,American Studies,C111E,Letter Grade,American Studies
