Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
1,Aparajita Nanda,,African American Studies,R1B,Not Pass,Freshmn Composition
7,Jessyka Finley,4,African American Studies,R1B,A,Freshmn Composition
7,Jessyka Finley,3.7,African American Studies,R1B,A-,Freshmn Composition
5,Jessyka Finley,3.3,African American Studies,R1B,B+,Freshmn Composition
2,Jessyka Finley,3,African American Studies,R1B,B,Freshmn Composition
2,Jessyka Finley,2.7,African American Studies,R1B,B-,Freshmn Composition
1,Jessyka Finley,2,African American Studies,R1B,C,Freshmn Composition
9,Michael Mcgee; Nailah Suad-Bakari,4,African American Studies,R1B,A,Freshmn Composition
3,Michael Mcgee; Nailah Suad-Bakari,3.7,African American Studies,R1B,A-,Freshmn Composition
2,Michael Mcgee; Nailah Suad-Bakari,3.3,African American Studies,R1B,B+,Freshmn Composition
3,Michael Mcgee; Nailah Suad-Bakari,3,African American Studies,R1B,B,Freshmn Composition
1,Michael Mcgee; Nailah Suad-Bakari,2.7,African American Studies,R1B,B-,Freshmn Composition
1,G. Ugo Nwokeji,4,African American Studies,4A,A+,Africa:  Hist & Cul
7,G. Ugo Nwokeji,4,African American Studies,4A,A,Africa:  Hist & Cul
15,G. Ugo Nwokeji,3.7,African American Studies,4A,A-,Africa:  Hist & Cul
11,G. Ugo Nwokeji,3.3,African American Studies,4A,B+,Africa:  Hist & Cul
9,G. Ugo Nwokeji,3,African American Studies,4A,B,Africa:  Hist & Cul
8,G. Ugo Nwokeji,2.7,African American Studies,4A,B-,Africa:  Hist & Cul
2,G. Ugo Nwokeji,2.3,African American Studies,4A,C+,Africa:  Hist & Cul
3,G. Ugo Nwokeji,2,African American Studies,4A,C,Africa:  Hist & Cul
2,G. Ugo Nwokeji,1.7,African American Studies,4A,C-,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.3,African American Studies,4A,D+,Africa:  Hist & Cul
1,G. Ugo Nwokeji,0.7,African American Studies,4A,D-,Africa:  Hist & Cul
7,G. Ugo Nwokeji,,African American Studies,4A,Pass,Africa:  Hist & Cul
1,G. Ugo Nwokeji,,African American Studies,4A,Not Pass,Africa:  Hist & Cul
8,Brandi Catanese,4,African American Studies,5A,A,Afam Life & Cul U S
12,Brandi Catanese,3.7,African American Studies,5A,A-,Afam Life & Cul U S
9,Brandi Catanese,3.3,African American Studies,5A,B+,Afam Life & Cul U S
9,Brandi Catanese,3,African American Studies,5A,B,Afam Life & Cul U S
4,Brandi Catanese,2.7,African American Studies,5A,B-,Afam Life & Cul U S
3,Brandi Catanese,2.3,African American Studies,5A,C+,Afam Life & Cul U S
8,Brandi Catanese,2,African American Studies,5A,C,Afam Life & Cul U S
5,Brandi Catanese,1.7,African American Studies,5A,C-,Afam Life & Cul U S
1,Brandi Catanese,1,African American Studies,5A,D,Afam Life & Cul U S
2,Brandi Catanese,0.7,African American Studies,5A,D-,Afam Life & Cul U S
1,Brandi Catanese,0,African American Studies,5A,F,Afam Life & Cul U S
4,Brandi Catanese,,African American Studies,5A,Pass,Afam Life & Cul U S
1,Brandi Catanese,,African American Studies,5A,Not Pass,Afam Life & Cul U S
2,Alassane Sow,4,African American Studies,7A,A,Elementary Wolof
1,Alassane Sow,,African American Studies,7A,Pass,Elementary Wolof
2,Alassane Sow,,African American Studies,8A,Pass,Intermediate Wolof
2,Sam Mchombo,4,African American Studies,10A,A+,Intermed Swahili
3,Sam Mchombo,4,African American Studies,10A,A,Intermed Swahili
2,Sam Mchombo,3.7,African American Studies,10A,A-,Intermed Swahili
5,David Kyeu,4,African American Studies,11A,A,Elementary Swahili
3,David Kyeu,3.7,African American Studies,11A,A-,Elementary Swahili
2,David Kyeu,3.3,African American Studies,11A,B+,Elementary Swahili
4,David Kyeu,3,African American Studies,11A,B,Elementary Swahili
5,David Kyeu,2.7,African American Studies,11A,B-,Elementary Swahili
1,David Kyeu,,African American Studies,11A,Pass,Elementary Swahili
1,David Kyeu,,African American Studies,11A,Not Pass,Elementary Swahili
2,Edwin Okongo,4,African American Studies,11A,A+,Elementary Swahili
4,Edwin Okongo,4,African American Studies,11A,A,Elementary Swahili
1,Edwin Okongo,3.3,African American Studies,11A,B+,Elementary Swahili
1,Edwin Okongo,2.3,African American Studies,11A,C+,Elementary Swahili
2,Edwin Okongo,2,African American Studies,11A,C,Elementary Swahili
5,Edwin Okongo,4,African American Studies,11A,A+,Elementary Swahili
3,Edwin Okongo,4,African American Studies,11A,A,Elementary Swahili
1,Edwin Okongo,3.3,African American Studies,11A,B+,Elementary Swahili
1,Edwin Okongo,2.3,African American Studies,11A,C+,Elementary Swahili
3,David Kyeu,4,African American Studies,15A,A,Advanced Swahili
16,Sam Mchombo,,African American Studies,24,Pass,Freshman Seminars
20,Michael Cohen,4,African American Studies,27AC,A,Lives/Strug/Maj Cul
21,Michael Cohen,3.7,African American Studies,27AC,A-,Lives/Strug/Maj Cul
15,Michael Cohen,3.3,African American Studies,27AC,B+,Lives/Strug/Maj Cul
15,Michael Cohen,3,African American Studies,27AC,B,Lives/Strug/Maj Cul
5,Michael Cohen,2.7,African American Studies,27AC,B-,Lives/Strug/Maj Cul
3,Michael Cohen,2,African American Studies,27AC,C,Lives/Strug/Maj Cul
1,Michael Cohen,1.7,African American Studies,27AC,C-,Lives/Strug/Maj Cul
1,Michael Cohen,1,African American Studies,27AC,D,Lives/Strug/Maj Cul
1,Michael Cohen,0.7,African American Studies,27AC,D-,Lives/Strug/Maj Cul
2,Michael Cohen,0,African American Studies,27AC,F,Lives/Strug/Maj Cul
19,Michael Cohen,,African American Studies,27AC,Pass,Lives/Strug/Maj Cul
4,Frederick Vincent,4,African American Studies,28AC,A+,Glob & Min Am Comm
14,Frederick Vincent,4,African American Studies,28AC,A,Glob & Min Am Comm
2,Frederick Vincent,3.7,African American Studies,28AC,A-,Glob & Min Am Comm
4,Frederick Vincent,3.3,African American Studies,28AC,B+,Glob & Min Am Comm
3,Frederick Vincent,3,African American Studies,28AC,B,Glob & Min Am Comm
1,Frederick Vincent,2.3,African American Studies,28AC,C+,Glob & Min Am Comm
2,Frederick Vincent,2,African American Studies,28AC,C,Glob & Min Am Comm
17,Frederick Vincent,,African American Studies,28AC,Pass,Glob & Min Am Comm
2,Frederick Vincent,,African American Studies,28AC,Not Pass,Glob & Min Am Comm
5,Kanwalroop Singh; Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
17,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
7,Ula Taylor,,African American Studies,98,Pass,Directed Group Stdy
13,David Douglass; Hardy Frye,,African American Studies,98,Pass,Directed Group Stdy
27,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
19,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
33,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,98,Not Pass,Directed Group Stdy
12,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,98,Pass,Directed Group Stdy
7,Leigh Raiford,4,African American Studies,100,A,Black Intllctl Thgh
2,Leigh Raiford,3.7,African American Studies,100,A-,Black Intllctl Thgh
2,Leigh Raiford,3.3,African American Studies,100,B+,Black Intllctl Thgh
2,Leigh Raiford,3,African American Studies,100,B,Black Intllctl Thgh
2,Leigh Raiford,2.7,African American Studies,100,B-,Black Intllctl Thgh
1,Leigh Raiford,2.3,African American Studies,100,C+,Black Intllctl Thgh
3,Leigh Raiford,2,African American Studies,100,C,Black Intllctl Thgh
1,Leigh Raiford,1.3,African American Studies,100,D+,Black Intllctl Thgh
2,Leigh Raiford,1,African American Studies,100,D,Black Intllctl Thgh
1,Leigh Raiford,0,African American Studies,100,F,Black Intllctl Thgh
1,Hardy Frye,4,African American Studies,101,A+,Research Methods
1,Hardy Frye,4,African American Studies,101,A,Research Methods
1,Hardy Frye,3.7,African American Studies,101,A-,Research Methods
1,Hardy Frye,3.3,African American Studies,101,B+,Research Methods
2,Hardy Frye,3,African American Studies,101,B,Research Methods
1,Hardy Frye,,African American Studies,101,Pass,Research Methods
7,Jessyka Finley,4,African American Studies,111,A,Race Class Gen U S
9,Jessyka Finley,3.7,African American Studies,111,A-,Race Class Gen U S
2,Jessyka Finley,3.3,African American Studies,111,B+,Race Class Gen U S
10,Jessyka Finley,3,African American Studies,111,B,Race Class Gen U S
4,Jessyka Finley,2.7,African American Studies,111,B-,Race Class Gen U S
2,Jessyka Finley,2.3,African American Studies,111,C+,Race Class Gen U S
1,Jessyka Finley,,African American Studies,111,Pass,Race Class Gen U S
8,Kwame Nimako,4,African American Studies,112A,A,Pol/Eco Dev 3rd Wld
16,Kwame Nimako,3.7,African American Studies,112A,A-,Pol/Eco Dev 3rd Wld
3,Kwame Nimako,3.3,African American Studies,112A,B+,Pol/Eco Dev 3rd Wld
3,Kwame Nimako,3,African American Studies,112A,B,Pol/Eco Dev 3rd Wld
3,Kwame Nimako,2.7,African American Studies,112A,B-,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,2.3,African American Studies,112A,C+,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,2,African American Studies,112A,C,Pol/Eco Dev 3rd Wld
3,Kwame Nimako,,African American Studies,112A,Pass,Pol/Eco Dev 3rd Wld
2,Sam Mchombo,4,African American Studies,115,A+,Lang Soc Iss Africa
15,Sam Mchombo,4,African American Studies,115,A,Lang Soc Iss Africa
8,Sam Mchombo,3.7,African American Studies,115,A-,Lang Soc Iss Africa
4,Sam Mchombo,3.3,African American Studies,115,B+,Lang Soc Iss Africa
3,Sam Mchombo,3,African American Studies,115,B,Lang Soc Iss Africa
1,Sam Mchombo,2.7,African American Studies,115,B-,Lang Soc Iss Africa
1,Sam Mchombo,2.3,African American Studies,115,C+,Lang Soc Iss Africa
1,Sam Mchombo,2,African American Studies,115,C,Lang Soc Iss Africa
4,Sam Mchombo,,African American Studies,115,Pass,Lang Soc Iss Africa
4,Essence Harden; Ula Taylor,4,African American Studies,116,A,Slavery And African
8,Essence Harden; Ula Taylor,3.7,African American Studies,116,A-,Slavery And African
9,Essence Harden; Ula Taylor,3.3,African American Studies,116,B+,Slavery And African
1,Essence Harden; Ula Taylor,3,African American Studies,116,B,Slavery And African
5,Essence Harden; Ula Taylor,2.7,African American Studies,116,B-,Slavery And African
5,Essence Harden; Ula Taylor,2.3,African American Studies,116,C+,Slavery And African
4,Essence Harden; Ula Taylor,2,African American Studies,116,C,Slavery And African
1,Essence Harden; Ula Taylor,0,African American Studies,116,F,Slavery And African
2,Essence Harden; Ula Taylor,,African American Studies,116,Pass,Slavery And African
2,Essence Harden; Ula Taylor,,African American Studies,116,Not Pass,Slavery And African
2,James Taylor,4,African American Studies,121,A,Blk Pol Life:  U S
1,James Taylor,3.7,African American Studies,121,A-,Blk Pol Life:  U S
1,James Taylor,3.3,African American Studies,121,B+,Blk Pol Life:  U S
1,James Taylor,3,African American Studies,121,B,Blk Pol Life:  U S
1,James Taylor,,African American Studies,121,Pass,Blk Pol Life:  U S
2,Nailah Suad-Bakari,4,African American Studies,C133A,A+,Race Urban Sch
14,Nailah Suad-Bakari,4,African American Studies,C133A,A,Race Urban Sch
7,Nailah Suad-Bakari,3.7,African American Studies,C133A,A-,Race Urban Sch
1,Nailah Suad-Bakari,3.3,African American Studies,C133A,B+,Race Urban Sch
1,Nailah Suad-Bakari,3,African American Studies,C133A,B,Race Urban Sch
1,Nailah Suad-Bakari,0,African American Studies,C133A,F,Race Urban Sch
2,Leigh Raiford,4,African American Studies,144,A,Cultural Studies
1,Leigh Raiford,3.7,African American Studies,144,A-,Cultural Studies
1,Leigh Raiford,3.3,African American Studies,144,B+,Cultural Studies
1,Leigh Raiford,,African American Studies,144,Not Pass,Cultural Studies
4,Aparajita Nanda,4,African American Studies,155,A,Lit Carib: Sig Them
3,Aparajita Nanda,3.7,African American Studies,155,A-,Lit Carib: Sig Them
5,Aparajita Nanda,3.3,African American Studies,155,B+,Lit Carib: Sig Them
2,Aparajita Nanda,3,African American Studies,155,B,Lit Carib: Sig Them
1,Aparajita Nanda,,African American Studies,155,Not Pass,Lit Carib: Sig Them
3,Aya De Leon,4,African American Studies,158A,A,Poetry 4 Peop:Teach
5,Aya De Leon,4,African American Studies,159,A,Spec Top Afam Lit
1,Aya De Leon,3.7,African American Studies,159,A-,Spec Top Afam Lit
2,Aya De Leon,3.3,African American Studies,159,B+,Spec Top Afam Lit
3,Aya De Leon,3,African American Studies,159,B,Spec Top Afam Lit
2,Aya De Leon,0,African American Studies,159,F,Spec Top Afam Lit
1,Aya De Leon,,African American Studies,159,Pass,Spec Top Afam Lit
1,Aya De Leon,,African American Studies,159,Not Pass,Spec Top Afam Lit
5,Aparajita Nanda,4,African American Studies,159,A,Spec Top Afam Lit
3,Aparajita Nanda,3.7,African American Studies,159,A-,Spec Top Afam Lit
2,Aparajita Nanda,3.3,African American Studies,159,B+,Spec Top Afam Lit
3,Aparajita Nanda,3,African American Studies,159,B,Spec Top Afam Lit
1,Aparajita Nanda,2.7,African American Studies,159,B-,Spec Top Afam Lit
1,Aparajita Nanda,,African American Studies,159,Pass,Spec Top Afam Lit
1,Nailah Suad-Bakari,4,African American Studies,H195B,A,Senior Honor Thesis
1,Nailah Suad-Bakari,,African American Studies,197,Pass,Field Study
31,Nailah Suad-Bakari,,African American Studies,197,Pass,Field Study
6,Nailah Suad-Bakari,,African American Studies,198,Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Not Pass,Directed Group Stdy
14,Ula Taylor,,African American Studies,198,Pass,Directed Group Stdy
12,David Douglass; Hardy Frye,,African American Studies,198,Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Not Pass,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Pass,Directed Group Stdy
11,Nailah Suad-Bakari,,African American Studies,198,Pass,Directed Group Stdy
2,Nailah Suad-Bakari,,African American Studies,198,Pass,Directed Group Stdy
2,G. Ugo Nwokeji,4,African American Studies,201B,A+,Qual Research Met
1,G. Ugo Nwokeji,4,African American Studies,201B,A,Qual Research Met
2,G. Ugo Nwokeji,3.7,African American Studies,201B,A-,Qual Research Met
6,Darieck Scott,4,African American Studies,201D,A,Theo Of Afrn Diasp
1,Darieck Scott,3.7,African American Studies,201D,A-,Theo Of Afrn Diasp
1,Darieck Scott,0,African American Studies,201D,F,Theo Of Afrn Diasp
3,Leigh Raiford,4,African American Studies,240,A,Spec Topics
1,Leigh Raiford,3.7,African American Studies,240,A-,Spec Topics
1,Hardy Frye,4,African American Studies,241,A+,Spec Topics
3,Hardy Frye,3.7,African American Studies,241,A-,Spec Topics
12,Leigh Raiford,,African American Studies,296,Pass,Dir Diss Research
1,G. Ugo Nwokeji,3.7,African American Studies,299,A-,Ind Stdy/Res
1,Ula Taylor,,African American Studies,299,Pass,Ind Stdy/Res
6,Ula Taylor,4,African American Studies,C375,A,Critical Pedagogy
1,Ula Taylor,3.7,African American Studies,C375,A-,Critical Pedagogy
1,Ula Taylor,3.3,African American Studies,C375,B+,Critical Pedagogy
9,Leigh Raiford,,African American Studies,602,Pass,Ind Stdy For Doc St
2,Ethan Ligon; Larry Karp,4,Ag & Resource Econ & Pol,201,A+,Industrial Organz'N
2,Ethan Ligon; Larry Karp,4,Ag & Resource Econ & Pol,201,A,Industrial Organz'N
7,Ethan Ligon; Larry Karp,3.7,Ag & Resource Econ & Pol,201,A-,Industrial Organz'N
1,Ethan Ligon; Larry Karp,3.3,Ag & Resource Econ & Pol,201,B+,Industrial Organz'N
1,Ethan Ligon; Larry Karp,3,Ag & Resource Econ & Pol,201,B,Industrial Organz'N
2,Ethan Ligon; Larry Karp,2.7,Ag & Resource Econ & Pol,201,B-,Industrial Organz'N
4,Charles Gibbons,4,Ag & Resource Econ & Pol,210,A,Prob And Stat
3,Charles Gibbons,3.7,Ag & Resource Econ & Pol,210,A-,Prob And Stat
6,Charles Gibbons,3.3,Ag & Resource Econ & Pol,210,B+,Prob And Stat
1,Charles Gibbons,3,Ag & Resource Econ & Pol,210,B,Prob And Stat
1,Charles Gibbons,2.7,Ag & Resource Econ & Pol,210,B-,Prob And Stat
1,Leo Simon,4,Ag & Resource Econ & Pol,211,A+,Mathematical Method
3,Leo Simon,4,Ag & Resource Econ & Pol,211,A,Mathematical Method
4,Leo Simon,3.7,Ag & Resource Econ & Pol,211,A-,Mathematical Method
5,Leo Simon,3.3,Ag & Resource Econ & Pol,211,B+,Mathematical Method
4,Leo Simon,3,Ag & Resource Econ & Pol,211,B,Mathematical Method
4,Michael Anderson,4,Ag & Resource Econ & Pol,213,A,Applied Econometric
6,Michael Anderson,3.7,Ag & Resource Econ & Pol,213,A-,Applied Econometric
8,Michael Anderson,3.3,Ag & Resource Econ & Pol,213,B+,Applied Econometric
7,Michael Anderson,3,Ag & Resource Econ & Pol,213,B,Applied Econometric
4,Michael Anderson,2.7,Ag & Resource Econ & Pol,213,B-,Applied Econometric
7,Michael Anderson,,Ag & Resource Econ & Pol,213,Pass,Applied Econometric
6,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219A,A,Econometric Proj
4,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219A,A-,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219A,B+,Econometric Proj
1,Elisabeth Sadoulet; Maximilian Auffhammer,,Ag & Resource Econ & Pol,219A,Pass,Econometric Proj
2,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,A+,Production: Tec&Risk
5,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,A,Production: Tec&Risk
1,David Sunding; David Zilberman,,Ag & Resource Econ & Pol,241,Pass,Production: Tec&Risk
1,Elisabeth Sadoulet; Jeremy Magruder,4,Ag & Resource Econ & Pol,C251,A+,Econ Development
2,Elisabeth Sadoulet; Jeremy Magruder,4,Ag & Resource Econ & Pol,C251,A,Econ Development
1,Elisabeth Sadoulet; Jeremy Magruder,3.7,Ag & Resource Econ & Pol,C251,A-,Econ Development
2,Elisabeth Sadoulet; Jeremy Magruder,3,Ag & Resource Econ & Pol,C251,B,Econ Development
1,Elisabeth Sadoulet; Jeremy Magruder,2,Ag & Resource Econ & Pol,C251,C,Econ Development
3,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A+,Int Ec Dev Policy
14,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A,Int Ec Dev Policy
4,Alain Dejanvry,3.7,Ag & Resource Econ & Pol,C253,A-,Int Ec Dev Policy
2,Alain Dejanvry,3.3,Ag & Resource Econ & Pol,C253,B+,Int Ec Dev Policy
1,Alain Dejanvry,3,Ag & Resource Econ & Pol,C253,B,Int Ec Dev Policy
7,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Pass,Development Wkshop
1,Christian Traeger; Larry Karp,4,Ag & Resource Econ & Pol,261,A+,Environ & Res Econ
5,Christian Traeger; Larry Karp,4,Ag & Resource Econ & Pol,261,A,Environ & Res Econ
1,Christian Traeger; Larry Karp,3.3,Ag & Resource Econ & Pol,261,B+,Environ & Res Econ
2,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Ethan Ligon,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Pass,Individual Research
5,David Zilberman,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Ethan Ligon,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
3,David Zilberman,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
9,Christine Palmer; Mark Brilliant,4,American Studies,10,A,Intro American Stdy
7,Christine Palmer; Mark Brilliant,3.7,American Studies,10,A-,Intro American Stdy
6,Christine Palmer; Mark Brilliant,3.3,American Studies,10,B+,Intro American Stdy
10,Christine Palmer; Mark Brilliant,3,American Studies,10,B,Intro American Stdy
6,Christine Palmer; Mark Brilliant,2.7,American Studies,10,B-,Intro American Stdy
9,Christine Palmer; Mark Brilliant,2.3,American Studies,10,C+,Intro American Stdy
7,Christine Palmer; Mark Brilliant,2,American Studies,10,C,Intro American Stdy
1,Christine Palmer; Mark Brilliant,1.7,American Studies,10,C-,Intro American Stdy
1,Christine Palmer; Mark Brilliant,1.3,American Studies,10,D+,Intro American Stdy
3,Christine Palmer; Mark Brilliant,0,American Studies,10,F,Intro American Stdy
5,Christine Palmer; Mark Brilliant,,American Studies,10,Pass,Intro American Stdy
1,Christine Palmer; Mark Brilliant,,American Studies,10,Not Pass,Intro American Stdy
7,Shannon Steen,4,American Studies,10AC,A+,Intro American Stdy
8,Shannon Steen,4,American Studies,10AC,A,Intro American Stdy
6,Shannon Steen,3.7,American Studies,10AC,A-,Intro American Stdy
5,Shannon Steen,3.3,American Studies,10AC,B+,Intro American Stdy
1,Shannon Steen,3,American Studies,10AC,B,Intro American Stdy
2,Shannon Steen,2.7,American Studies,10AC,B-,Intro American Stdy
2,Shannon Steen,2,American Studies,10AC,C,Intro American Stdy
3,Shannon Steen,1.7,American Studies,10AC,C-,Intro American Stdy
2,Shannon Steen,1.3,American Studies,10AC,D+,Intro American Stdy
1,Shannon Steen,1,American Studies,10AC,D,Intro American Stdy
1,Shannon Steen,0,American Studies,10AC,F,Intro American Stdy
9,Shannon Steen,,American Studies,10AC,Pass,Intro American Stdy
2,Shannon Steen,,American Studies,10AC,Not Pass,Intro American Stdy
5,Kathleen Moran,,American Studies,98,Pass,Directed Group Stdy
2,Kathleen Moran,4,American Studies,101,A+,Us Cultures In Time
6,Kathleen Moran,4,American Studies,101,A,Us Cultures In Time
9,Kathleen Moran,3.7,American Studies,101,A-,Us Cultures In Time
8,Kathleen Moran,3.3,American Studies,101,B+,Us Cultures In Time
6,Kathleen Moran,3,American Studies,101,B,Us Cultures In Time
7,Kathleen Moran,2.7,American Studies,101,B-,Us Cultures In Time
6,Kathleen Moran,2.3,American Studies,101,C+,Us Cultures In Time
7,Kathleen Moran,2,American Studies,101,C,Us Cultures In Time
2,Kathleen Moran,1.7,American Studies,101,C-,Us Cultures In Time
3,Kathleen Moran,1.3,American Studies,101,D+,Us Cultures In Time
3,Kathleen Moran,1,American Studies,101,D,Us Cultures In Time
1,Kathleen Moran,0,American Studies,101,F,Us Cultures In Time
7,Kathleen Moran,,American Studies,101,Pass,Us Cultures In Time
3,Kathleen Moran,,American Studies,101,Not Pass,Us Cultures In Time
22,Kevin Muller,4,American Studies,101,A,Us Cultures In Time
13,Kevin Muller,3.7,American Studies,101,A-,Us Cultures In Time
5,Kevin Muller,3.3,American Studies,101,B+,Us Cultures In Time
6,Kevin Muller,3,American Studies,101,B,Us Cultures In Time
1,Kevin Muller,0,American Studies,101,F,Us Cultures In Time
2,Kevin Muller,,American Studies,101,Pass,Us Cultures In Time
8,Kathleen Moran,4,American Studies,102,A,Us Cultures/Place
6,Kathleen Moran,3.7,American Studies,102,A-,Us Cultures/Place
1,Kathleen Moran,3.3,American Studies,102,B+,Us Cultures/Place
3,Kathleen Moran,3,American Studies,102,B,Us Cultures/Place
1,Kathleen Moran,2.7,American Studies,102,B-,Us Cultures/Place
12,Genaro Padilla,4,American Studies,H110,A,Honors Seminar
1,Paul Groth,4,American Studies,C112A,A+,Am Landscpe To 1900
7,Paul Groth,4,American Studies,C112A,A,Am Landscpe To 1900
2,Paul Groth,3.7,American Studies,C112A,A-,Am Landscpe To 1900
4,Paul Groth,3.3,American Studies,C112A,B+,Am Landscpe To 1900
4,Paul Groth,3,American Studies,C112A,B,Am Landscpe To 1900
1,Paul Groth,2.7,American Studies,C112A,B-,Am Landscpe To 1900
4,Paul Groth,2.3,American Studies,C112A,C+,Am Landscpe To 1900
1,Paul Groth,1.7,American Studies,C112A,C-,Am Landscpe To 1900
2,Paul Groth,1,American Studies,C112A,D,Am Landscpe To 1900
2,Paul Groth,0,American Studies,C112A,F,Am Landscpe To 1900
